,title,photo_url,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,availabilityStarts,url,allows_Occasional overnight guests,allows_Pets,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,n_Kitchens,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,"landlord_Female, 26-30 years old",landlord_Professional,landlord_Lives with family,landlord_Has pets,short_term_penalty_days,allows_Postgraduates,"landlord_Female, 40+ years old",allows_Full-time employees,allows_Female only,allows_Undergraduates,n_Dining Rooms,allows_Domestic students,allows_Male only,Requirements,allows_International students,"landlord_Female, 18-25 years old",landlord_Undergraduate student,"landlord_Male, 31-40 years old","landlord_Male, 40+ years old",Enclosed balcony,landlord_Female,"landlord_Female, 31-40 years old",landlord_Male,landlord_Postgraduate student,"landlord_Male, 18-25 years old",Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_wcs,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
566,Neat double bedroom close to LX Factory,https://cdn-static-new.uniplaces.com/property-photos/35cc92ae9efeb5d68b1174220ab36be7ecb47a6bab95f1990a250bfa703f2562/x-large.jpg,45.0,5,Double bedroom,1,9,3,430.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/496,0,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,325.0,18.0,0,1,0,0,1,0,0,0.0,0
567,"Light single bedroom with a balcony, in Entrecampos",https://cdn-static-new.uniplaces.com/property-photos/57905774daa149d5acbdfcfad3582b0ef36a6a319a996581b8325b728baa740f/x-large.jpg,36.0,0,Single bedroom,1,0,2,625.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227586,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,250.0,1
568,Single rom with balcony in a student residence,https://cdn-static-new.uniplaces.com/property-photos/754748a34dec034eae0de935c20de446c484f74e732e75dacb14cae1367c8185/x-large.jpg,33.0,0,Single bedroom,1,0,1,625.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227547,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,250.0,1
569,Great twin bedroom near the Campo Pequeno metro station,https://cdn-static-new.uniplaces.com/property-photos/5cba19bd0960f414ef33dd1c3481c64f28e33f2361e8e9a4372b915bfed07f37/x-large.jpg,33.0,0,Twin bedroom,2,0,1,630.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227838,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,100.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,250.0,1
570,Graceful twin bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/70d4651e20b547f2721676afab94ca2796f571b1ca95eb030f974eb9409380b5/x-large.jpg,32.0,0,Twin bedroom,2,0,2,630.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227582,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,100.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,250.0,1
571,"Cosy single bedroom with a balcony, in Cais do Sodré",https://cdn-static-new.uniplaces.com/property-photos/854750837d2bb24115e90e5b9a7ca80be56d7eac44315a9c3725a0f562286b47/x-large.jpg,19.0,5,Single bedroom,1,10,2,476.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/34047,0,0,0,1,0,1,0,0,2,1,0,0,Monthly,Included,Moderate,0.0,Weekly,118.0,Bica,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,200.0,0
572,"Bright Double Bedroom, With Balcony, Close to Alameda",https://cdn-static-new.uniplaces.com/property-photos/fb3233dfaf1423303f24e16a17dcc2d37e52bbf9f727e7de358fb0d93fe0cd8a/x-large.jpg,18.0,5,Double bedroom,1,7,2,400.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/79610,1,0,0,1,1,1,1,1,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Penha de França,1,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,98.0,10.0,0,0,0,0,1,0,0,0.0,0
573,"Charismatic single ensuite bedroom, not far from ISCTE",https://cdn-static-new.uniplaces.com/property-photos/4aff2e187529a424ad8a8afeb2c5fe5a98e63bf0d043a348b291ee2ce2098dba/x-large.jpg,37.0,0,Single bedroom,1,0,1,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227814,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,250.0,1
574,"Twin bedroom in a student flat, in Entrecampos",https://cdn-static-new.uniplaces.com/property-photos/cb6fc102510e7b76ec5a5a188671faecfe1a2713db4cbf9a9ac2f5357f8e0fef/x-large.jpg,35.0,0,Twin bedroom,2,0,2,655.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227585,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,100.0,Not specified,88.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,250.0,1
575,Charming twin bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/18cefa813076312ab12d0542f98194bc5fcd9c22c7d749ce2612257e852bd13d/x-large.jpg,38.0,0,Twin bedroom,2,0,2,655.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227573,0,0,0,1,1,2,0,0,2,1,0,1,Fortnightly,Included,Moderate,100.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,250.0,1
576,"Single bedroom, with balcony, in 4-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/80def956232b28a795eb0ae5ff69db8ee1e44ce1675ec2ff333e31b891ddf1a8/x-large.jpg,10.0,4,Single bedroom,1,5,1,350.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/381221,0,0,0,1,0,2,0,0,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,30.0,Olaias,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,1
577,"Charismatic single ensuite bedroom, not far from ISCTE",https://cdn-static-new.uniplaces.com/property-photos/4aff2e187529a424ad8a8afeb2c5fe5a98e63bf0d043a348b291ee2ce2098dba/x-large.jpg,37.0,0,Single bedroom,1,0,1,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227814,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,250.0,1
578,"Twin bedroom in a student flat, in Entrecampos",https://cdn-static-new.uniplaces.com/property-photos/cb6fc102510e7b76ec5a5a188671faecfe1a2713db4cbf9a9ac2f5357f8e0fef/x-large.jpg,35.0,0,Twin bedroom,2,0,2,655.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227585,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,100.0,Not specified,88.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,250.0,1
579,Charming twin bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/18cefa813076312ab12d0542f98194bc5fcd9c22c7d749ce2612257e852bd13d/x-large.jpg,38.0,0,Twin bedroom,2,0,2,655.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227573,0,0,0,1,1,2,0,0,2,1,0,1,Fortnightly,Included,Moderate,100.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,250.0,1
580,Excellent double ensuite bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/c984fe40405c683fcb0e6bf34c286f3de48525117445eca63616dd55e78d7127/x-large.jpg,39.0,0,Double bedroom,2,0,2,685.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/227583,0,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,Moderate,200.0,Not specified,27.0,Entrecampos,1,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,250.0,1
581,Splendid double bedroom with private bathroom next to Saldanha metro station,https://cdn-static-new.uniplaces.com/property-photos/566b4af9711f0cb7df6c73c9c3ae1b1f4f0d329c6437ccc43d75010670f05ece/x-large.jpg,16.0,5,Double bedroom,1,5,0,498.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/89666,0,0,1,1,0,1,1,1,1,1,0,0,Fortnightly,Included,Strict,0.0,Not specified,27.0,Saldanha,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,120.0,14.0,1,1,1,0,1,0,0,0.0,0
582,Relaxing bedroom in Alcântara,https://cdn-static-new.uniplaces.com/property-photos/2a82f34cd33fcb4d988bfa2ca223edd314e813c062fd10a27afda81dffbe9a5c/x-large.jpg,48.0,5,Double bedroom,1,9,3,430.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/495,0,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,325.0,16.0,0,1,0,0,1,0,0,0.0,0
583,Neat double bedroom close to LX Factory,https://cdn-static-new.uniplaces.com/property-photos/35cc92ae9efeb5d68b1174220ab36be7ecb47a6bab95f1990a250bfa703f2562/x-large.jpg,45.0,5,Double bedroom,1,9,3,430.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/496,0,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,325.0,18.0,0,1,0,0,1,0,0,0.0,0
584,"Cosy single bedroom with a balcony, in Cais do Sodré",https://cdn-static-new.uniplaces.com/property-photos/854750837d2bb24115e90e5b9a7ca80be56d7eac44315a9c3725a0f562286b47/x-large.jpg,19.0,5,Single bedroom,1,10,2,476.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/34047,0,0,0,1,0,1,0,0,2,1,0,0,Monthly,Included,Moderate,0.0,Weekly,118.0,Bica,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,200.0,0
585,"Bright Double Bedroom, With Balcony, Close to Alameda",https://cdn-static-new.uniplaces.com/property-photos/fb3233dfaf1423303f24e16a17dcc2d37e52bbf9f727e7de358fb0d93fe0cd8a/x-large.jpg,18.0,5,Double bedroom,1,7,2,400.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/79610,1,0,0,1,1,1,1,1,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Penha de França,1,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,98.0,10.0,0,0,0,0,1,0,0,0.0,0
586,Great double bedroom close to Alto dos Moinhos metro station,https://cdn-static-new.uniplaces.com/property-photos/235bc8b330e2291b53fedbccd44f8cc219c2cbb08ea1105b9d06bb18efa938d7/x-large.jpg,10.0,0,Double bedroom,1,3,1,397.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/83004,0,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,Benfica,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,90.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
587,Amazing double bedroom close to Escola Superior de Educação de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/b39f749236ad22d2480f1d78f95a7f9c94bbe7664b0f5c7e97ca7be109952206/x-large.jpg,10.0,0,Double bedroom,1,3,1,397.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/83005,0,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,Benfica,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,90.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
588,"Double bedroom in Benfica, close to Alto dos Moinhos metro",https://cdn-static-new.uniplaces.com/property-photos/dfef893687b792e03829afa1b195732dffa3dd2166e1217fd16feb6078b9b2fb/x-large.jpg,9.0,0,Double bedroom,2,3,1,397.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/82408,0,0,0,1,0,0,0,0,2,0,0,0,Monthly,Included,Moderate,90.0,Weekly,27.0,Benfica,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
589,Neat double bedroom in characteristic Aeeiro,https://cdn-static-new.uniplaces.com/property-photos/745e71ff3feafd1e4ef82c3e362ad9209c95a8d4d5c5398b7f72b191dc5039cf/x-large.jpg,14.0,0,Double bedroom,2,7,2,454.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/69991,1,0,0,0,0,1,0,0,4,1,0,0,Monthly,Included,Moderate,100.0,Weekly,145.0,Alameda,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,13.0,0,1,0,0,1,0,0,200.0,0
590,Homely single bedroom in Almada,https://cdn-static-new.uniplaces.com/property-photos/31f64073f17d5cd81ff29a4b900f38ed39b756419bfd56b515af915b6400e741/x-large.jpg,14.0,0,Single bedroom,2,3,1,385.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/154147,1,0,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,Moderate,100.0,Monthly,300.0,Almada,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,90.0,,0,0,0,1,0,0,0,0.0,1
591,Lovely single bedroom near the Campo Pequeno metro station,https://cdn-static-new.uniplaces.com/property-photos/a77d6101a8a2d60832e0eacf56c7d57a5612623a38d7390961353dcc337f9b1f/x-large.jpg,17.0,3,Single bedroom,1,6,3,390.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/36856,1,0,0,1,1,1,1,1,3,0,0,1,Fortnightly,Included,Non-refundable,0.0,Not specified,140.0,Entrecampos,1,1,0,0,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,40.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,130.0,10.0,0,0,0,1,0,0,0,310.0,1
592,Fantastic double bedroom near Intendente metro station,https://cdn-static-new.uniplaces.com/property-photos/9588651f2cf10f2128786a5a52fef7209e63fac52a54b10312e140ee738973eb/x-large.jpg,31.0,0,Double bedroom,2,8,2,426.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/408050,0,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,Moderate,90.0,Weekly,140.0,Anjos,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,200.0,0
593,Single bedroom in 4-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/af9fa27c677b3662a673ca3396fd75b8786b1242d7d91ca94e548f1af0d405fb/x-large.jpg,13.0,4,Single bedroom,1,5,1,300.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/387680,0,0,0,1,0,2,0,0,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,30.0,Olaias,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,1
594,Pleasant double bedroom in Nossa Senhora de Fátima,https://cdn-static-new.uniplaces.com/property-photos/566e1758e40f134d96afd19a9e5bb7c53852431fc8ec20d4bba8d5ec1facfedb/x-large.jpg,20.0,3,Double bedroom,1,7,2,340.0,2022-01-15,https://www.uniplaces.com/accommodation/lisbon/8110,1,0,0,1,1,1,0,0,2,0,0,1,Fortnightly,Some included,Moderate,0.0,Weekly,27.0,São Sebastião,1,1,1,0,0,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,200.0,,0,0,0,0,1,0,1,0.0,1
595,Delightful double bedroom by Alameda,https://cdn-static-new.uniplaces.com/property-photos/b4b0b47ee3aacd700888c4035e6a9501b2b3b4fb5d2433947cfa4994f97c01b0/x-large.jpg,29.0,0,Double bedroom,1,10,3,400.0,2022-07-09,https://www.uniplaces.com/accommodation/lisbon/240513,1,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Penha de França,1,1,0,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,0
596,"Fantastic Double Bedroom, With Balcony, Close to Alameda",https://cdn-static-new.uniplaces.com/property-photos/8671d3ce3b0bcc37a237110f6ebc523e7c1584ea5ddf3b9923a039653964e155/x-large.jpg,19.0,5,Double bedroom,1,7,2,400.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/79608,1,0,0,1,1,1,1,1,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Penha de França,1,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,98.0,9.0,0,0,0,0,1,0,0,0.0,0
597,Bright double bedroom by Alameda,https://cdn-static-new.uniplaces.com/property-photos/7916167f5c2169ebd89320e87756477e22e402df36584efeafc1f995d4929ea0/x-large.jpg,28.0,0,Double bedroom,1,10,3,400.0,2022-06-30,https://www.uniplaces.com/accommodation/lisbon/240510,1,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Penha de França,1,1,0,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,0
598,Fantastic Double Bedroom by Alameda,https://cdn-static-new.uniplaces.com/property-photos/69940c3c9f3b807eadd5f108db6f7d85c3eaffd26e0aa373d6eac326bb41f534/x-large.jpg,28.0,0,Double bedroom,1,10,3,400.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/240511,1,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Penha de França,1,1,0,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,0
599,Snug double bedroom near Alameda metro station,https://cdn-static-new.uniplaces.com/property-photos/fcbfb92b9eca0db291cbc76302ac898c9021548d58d76ede190a06a31ece8a40/x-large.jpg,13.0,0,Double bedroom,2,7,2,459.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/309858,1,0,0,1,1,1,0,0,2,0,0,1,Monthly,Included,Moderate,90.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
600,Cool double bedroom near Intendente metro station - independent of the house,https://cdn-static-new.uniplaces.com/property-photos/f091b76d8c2d2b5ec68b3c308053d624bee3af961823b198d17a11843971b6f6/x-large.jpg,28.0,0,Double bedroom,2,8,2,431.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/408043,0,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,Moderate,90.0,Weekly,140.0,Anjos,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,200.0,0
601,Modern double bedroom in a 3-bedroom apartment near Cais do Sodré metro station,https://cdn-static-new.uniplaces.com/property-photos/2b3e5f5194fcafc7860c4d85d373d7aadd4d4a18ae49d9d8cfce700160f59f5c/x-large.jpg,28.0,0,Double bedroom,1,3,1,483.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/408055,0,0,0,0,1,1,0,0,2,0,0,1,Monthly,Included,Moderate,0.0,Not specified,140.0,Bica,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
602,Pleasant double bedroom close to Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/6a640185622d5d444ef0e72922b9b9b628defe4c3334234b72e5d41323d56801/x-large.jpg,14.0,0,Double bedroom,2,7,2,466.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/69992,1,0,0,0,0,1,0,0,4,1,0,0,Monthly,Included,Moderate,100.0,Weekly,145.0,Alameda,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,13.0,0,1,0,0,1,0,0,200.0,0
603,Lovely double bedroom close to Escola Superior de Educação de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/738ab0764aed3d93ac9f72ec4dc0b93b3032cfd8350bf9472070c28aa454b4c4/x-large.jpg,10.0,0,Double bedroom,2,3,1,408.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/82926,0,0,0,1,1,1,0,0,2,0,0,1,Monthly,Included,Moderate,90.0,Weekly,118.0,Benfica,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
