,title,photo_url,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,availabilityStarts,url,allows_Occasional overnight guests,allows_Pets,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,n_Kitchens,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,"landlord_Female, 26-30 years old",landlord_Professional,landlord_Lives with family,landlord_Has pets,short_term_penalty_days,allows_Postgraduates,"landlord_Female, 40+ years old",allows_Full-time employees,allows_Female only,allows_Undergraduates,n_Dining Rooms,allows_Domestic students,allows_Male only,Requirements,allows_International students,"landlord_Female, 18-25 years old",landlord_Undergraduate student,"landlord_Male, 31-40 years old","landlord_Male, 40+ years old",Enclosed balcony,landlord_Female,"landlord_Female, 31-40 years old",landlord_Male,landlord_Postgraduate student,"landlord_Male, 18-25 years old",Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_wcs,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
233,Luminous twin bedroom in Saldanha,https://cdn-static-new.uniplaces.com/property-photos/955711efc57dde30c3637c27df698b3d3f8a3787933f011fadf4be35e5fe5214/x-large.jpg,18.0,0,Twin bedroom,2,8,3,400.0,2022-06-01,https://www.uniplaces.com/accommodation/lisbon/334013,0,0,0,1,0,1,1,1,4,1,0,1,Monthly,Included,Moderate,100.0,Not specified,27.0,Saldanha,1,1,1,0,0,1,1,0,0,3,3,2,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,,0,1,0,2,0,0,0,0.0,0
234,Single bedroom in 2-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/44ef7df2f6b0258620f51574fd070aa9aeea49c8416a473b898e396201b1e88b/x-large.jpg,7.0,0,Single bedroom,1,2,1,420.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/166304,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Estrela,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,1,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0.0,1
235,Single bedroom in 5-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/943771f167c4721dbbac33a0c2e4035098e9787a62b9ea9a005686a4817b221e/x-large.jpg,7.0,0,Single bedroom,1,5,2,350.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/133803,0,0,0,1,1,1,0,0,4,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Entrecampos,1,1,1,0,0,1,1,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,,0,1,0,1,0,0,0,0.0,0
236,"Large suite with double bed, togehter king size, close to University and sea",https://cdn-static-new.uniplaces.com/property-photos/8321c1deeb2cf667f3b46bd55b4353387ed2264430f910af4a88c205814b0332/x-large.jpg,14.0,0,Twin bedroom,2,4,1,380.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/171556,0,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Included,Moderate,60.0,Not specified,27.0,Caparica,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,2,0,0,0,0.0,1
237,Neat single bedroom in apartment with balcony near metro in Benfica,https://cdn-static-new.uniplaces.com/property-photos/64cd5a62bd9fe7c0f9c05979221d4d1e4339fd1cbac970cf13d1b11cafcc7f00/x-large.jpg,8.0,5,Single bedroom,1,4,2,355.0,2022-04-30,https://www.uniplaces.com/accommodation/lisbon/5954,0,0,0,1,1,1,1,1,0,0,0,1,Fortnightly,Included,Moderate,0.0,Monthly,27.0,Benfica,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0.0,0,0,1,0,0.0,1,0,0,1,1,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,50.0,,0,0,0,1,0,1,1,0.0,0
238,Admirable double bedroom not far from Jardim Zoológico de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/e14005b32768742026bd0f4bf6b1d871cf8f082d83e466d8b8e03bec5e3b3b3d/x-large.jpg,10.0,3,Double bedroom,2,6,2,375.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/119364,1,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,Moderate,50.0,Weekly,27.0,Benfica,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,45.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0.0,1
239,Practical double bedroom close to Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/4f75bcc95ebddd44eff1bd5d381bc51233ec77a9465531c83430ecd75e2e9e47/x-large.jpg,13.0,3,Single bedroom,1,9,2,288.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/69705,1,0,0,0,0,1,0,0,3,0,0,1,Monthly,Included,Moderate,0.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
240,Really nice single bedroom,https://cdn-static-new.uniplaces.com/property-photos/9464a741115905071444d54a1d54bab97cb9ece530e8fa086d847bd54c135afe/x-large.jpg,6.0,0,Single bedroom,1,5,2,350.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/424348,1,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,180.0,Lumiar,1,1,0,0,0,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,1
241,Practical double bedroom close to Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/4f75bcc95ebddd44eff1bd5d381bc51233ec77a9465531c83430ecd75e2e9e47/x-large.jpg,13.0,3,Single bedroom,1,9,2,288.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/69705,1,0,0,0,0,1,0,0,3,0,0,1,Monthly,Included,Moderate,0.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
242,Single ensuite bedroom not far from Universidade Europeia,https://cdn-static-new.uniplaces.com/property-photos/54410aae25dacff3e043a107b423202029a5dc6f8cb8a01329cf379da4e11557/x-large.jpg,33.0,0,Single bedroom,1,5,1,375.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/255341,0,0,0,1,1,1,0,1,1,0,0,0,Monthly,Included,Moderate,0.0,Not specified,28.0,Benfica,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0.0,0
243,Fresh double bedroom in a 3-bedroom flat near Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/7a482c7c4b969f55659de638f23f30db314add5c696e4242d9da4f35adb415b6/x-large.jpg,22.0,0,Double bedroom,2,4,2,330.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/12933,0,0,0,1,0,1,1,1,3,0,1,1,Fortnightly,Included,Moderate,100.0,Not specified,180.0,Entrecampos,1,1,1,0,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,10.0,0,1,0,0,1,0,0,0.0,0
244,Excellent double bedroom close to Entrecampos metro station,https://cdn-static-new.uniplaces.com/property-photos/82f5b095589e98abd77240568490076cf5f1fec12ce16d08c30238cb0b1f4643/x-large.jpg,11.0,0,Double bedroom,1,3,2,390.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/436716,1,0,0,1,1,1,0,0,3,1,0,1,Monthly,Not included,Moderate,0.0,Weekly,120.0,Entrecampos,1,1,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,1
245,Welcoming double bedroom in Saldanha,https://cdn-static-new.uniplaces.com/property-photos/40a4c61b39cf7a8f07ab0308d19a26bd0ba1e18ba8f929557b40957c6d53d0d5/x-large.jpg,17.0,3,Double bedroom,2,7,2,334.0,2022-04-01,https://www.uniplaces.com/accommodation/lisbon/248827,1,0,0,1,1,2,0,0,2,1,0,0,Monthly,Included,Moderate,90.0,Weekly,28.0,Saldanha,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,200.0,0
246,Great looking single bedroom right next to Jardim Zoológico de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/9d487ffd242c6c8259195ef8248f32c1a1d5241f88c2ca9bc1186ac68a057c66/x-large.jpg,9.0,5,Single bedroom,1,5,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/27921,1,0,1,1,1,1,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Sete Rios,1,1,1,0,0,0,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,15.0,12.0,0,0,0,1,0,0,0,0.0,0
247,Neat single bedroom only minutes away from Universidade de Lisboa (ULISBOA),https://cdn-static-new.uniplaces.com/property-photos/f43964209ef9ecf75a600ac4aee2236bce3c2d7f04213cbf48a3ad12eea006f7/x-large.jpg,10.0,5,Single bedroom,1,5,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/27920,1,0,1,1,1,1,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Sete Rios,1,1,1,0,0,0,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,15.0,12.0,0,0,0,1,0,0,0,0.0,0
248,Single room in 6-bedroom apartment in Campo Pequeno,https://cdn-static-new.uniplaces.com/property-photos/9a89e6fc12199352ad2f815b2ae05ee1544d8cafac349c2ccee9389aa244ae7b/x-large.jpg,18.0,0,Single bedroom,1,6,2,305.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/95385,1,0,0,0,1,1,0,0,3,0,0,1,Monthly,Included,Moderate,0.0,Weekly,145.0,Entrecampos,1,1,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,1,0,0,0,200.0,0
249,First-class twin bedroom in Lumiar,https://cdn-static-new.uniplaces.com/property-photos/1b97d8eff31b59f359549d33f29e4036ce8ec5790bceaac78c6e212a4dea96d3/x-large.jpg,16.0,0,Twin bedroom,2,4,2,300.0,2022-04-01,https://www.uniplaces.com/accommodation/lisbon/59479,0,0,0,1,1,1,1,1,1,0,0,1,Fortnightly,Not included,Moderate,0.0,Not specified,90.0,Lumiar,1,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,,0,0,0,2,0,0,0,0.0,0
250,First-class twin bedroom minutes away from ISG - Instituto Superior de Gestão,https://cdn-static-new.uniplaces.com/property-photos/3cea6cb273425d8c3a1c537045a24b379536c1b0d586a25ffd27bd058055f1fc/x-large.jpg,10.0,0,Twin bedroom,2,3,1,300.0,2022-07-02,https://www.uniplaces.com/accommodation/lisbon/29932,0,0,0,1,1,1,1,1,1,0,0,1,Fortnightly,Not included,Moderate,0.0,Monthly,90.0,Lumiar,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,70.0,15.0,0,0,0,2,0,0,0,0.0,0
251,Cute single bedroom near Amadora Este metro station,https://cdn-static-new.uniplaces.com/property-photos/822afd805668a41d85ae4b7419c35768f69e8859fa4d6d8aa2fcc873008e3f17/x-large.jpg,22.0,0,Single bedroom,1,6,1,275.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/407900,0,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,0.0,Not specified,28.0,Amadora,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,45.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,1
252,Very nice single bedroom near the Intendente metro,https://cdn-static-new.uniplaces.com/property-photos/94cf8dfdd86d07ad6b3df2f4584f1feac45a51906f8450961fe02ab680a2b914/x-large.jpg,28.0,0,Single bedroom,1,4,1,425.0,2022-02-15,https://www.uniplaces.com/accommodation/lisbon/249477,0,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,110.0,Intendente,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
253,Fresh single ensuite bedroom next to Alameda metro station,https://cdn-static-new.uniplaces.com/property-photos/ab16da667be2df0d4b24caee4da194dcc3ad862ff5a8f1550d9b0ffe6fa25996/x-large.jpg,17.0,5,Single bedroom,1,9,0,450.0,2022-06-25,https://www.uniplaces.com/accommodation/lisbon/24112,1,0,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Alameda,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,12.0,1,0,0,1,0,0,0,0.0,0
254,"Charming double bedroom, in a 5-bedroom apartment, in Saldanha",https://cdn-static-new.uniplaces.com/property-photos/d873c767284e8f2c51f435c85d8b0cd1b22d30e6a7d210bd841d7eb6c790d383/x-large.jpg,18.0,5,Double bedroom,1,5,1,351.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/25593,0,0,0,1,0,1,0,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Saldanha,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,10.0,0,1,0,0,1,0,0,0.0,0
255,Spacious twin bedroom next to IST - Instituto Superior Técnico de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/2a79ca722524e519a4f4750ca1aa4b9a7d42608a7edeb48dbf82cff3e5f254d7/x-large.jpg,18.0,5,Twin bedroom,2,5,1,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/30512,0,0,0,0,1,1,1,1,2,0,0,0,Fortnightly,Included,Moderate,70.0,Weekly,27.0,Arroios,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,160.0,18.0,0,0,0,2,0,0,0,0.0,0
256,Cozy room III in front of University Técnico,https://cdn-static-new.uniplaces.com/property-photos/cf1e11f925e4480028094da2f487f1225d03f61bc8e63f0d2694cf8c7516a780/x-large.jpg,19.0,0,Single bedroom,1,6,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/337893,0,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Arroios,1,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
257,Charming room V in front of University Técnico,https://cdn-static-new.uniplaces.com/property-photos/d4d9edb3f496f8a9937e93b3f1194d5a23dc12692dbe486e6f7779ef6937b354/x-large.jpg,18.0,0,Single bedroom,1,6,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/337895,0,0,0,0,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Arroios,1,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
258,Charming double bedroom in a 5-bedroom apartment near Anjos metro station,https://cdn-static-new.uniplaces.com/property-photos/9f65598b7c00f62500838824e43b48fe8166f030acb73421f9a766e88a48c100/x-large.jpg,9.0,0,Double bedroom,2,5,1,359.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/309836,0,0,0,0,0,1,0,0,2,0,0,0,Monthly,Included,Moderate,90.0,Weekly,27.0,Anjos,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
259,Cosy single bedroom in the typical Santos neighbourhood,https://cdn-static-new.uniplaces.com/property-photos/31857d5fb34e22ce2ebf6d608dcdfc4e7e45c0cb98c395d7f385d56c3e9f3a69/x-large.jpg,16.0,4,Single bedroom,1,7,2,300.0,2022-06-16,https://www.uniplaces.com/accommodation/lisbon/373363,0,0,0,1,0,1,1,1,3,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Santos,1,1,0,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,104.0,3.0,0,0,0,1,0,0,0,0.0,0
260,Charismatic twin bedroom in well-connected Saldanha close to main Unis,https://cdn-static-new.uniplaces.com/property-photos/e98ca0f543cf2fcd5350ee6e94846e01fa943384fe3a5733107c12a957e0031d/x-large.jpg,20.0,0,Twin bedroom,2,7,2,420.0,2022-01-31,https://www.uniplaces.com/accommodation/lisbon/58509,1,0,0,1,1,1,0,1,3,0,0,0,Monthly,Not included,Moderate,150.0,Weekly,27.0,Arroios,1,1,0,1,0,1,1,0,0,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,Offline ID,1,0,0,0,0,0,0,0,0,0,0,160.0,,0,0,0,1,1,0,0,0.0,1
261,"Modern single bedroom with an ensuite bathroom, in a 5-bedroom flat in Saldanha",https://cdn-static-new.uniplaces.com/property-photos/41d3aef982108c5cc7ac41f96ce1d0d0ae05205c88c4a60bd3e2c95cdf1bfded/x-large.jpg,19.0,5,Single bedroom,1,5,1,355.0,2022-06-01,https://www.uniplaces.com/accommodation/lisbon/25595,0,0,0,1,0,1,0,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Saldanha,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,8.0,1,1,0,1,0,0,0,0.0,0
262,"Cosy single bedroom in a 4-bedroom flat, in São Bento",https://cdn-static-new.uniplaces.com/property-photos/8f2bd37cf22fcf2eef7d8fa59de9656d6ea5a193e448eec2d470da54eab1413c/x-large.jpg,18.0,4,Single bedroom,1,4,1,280.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/58429,1,0,0,0,0,1,0,0,2,0,0,0,Monthly,Included,Moderate,0.0,Not specified,118.0,São Bento,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
263,Fabulous twin bedroom close to Intendente metro station,https://cdn-static-new.uniplaces.com/property-photos/13b74019a7c433e2ecb862c345bc043b88df677acb0b0ed39a16e535c820273a/x-large.jpg,12.0,0,Twin bedroom,2,2,2,450.0,2022-06-20,https://www.uniplaces.com/accommodation/lisbon/338681,0,0,0,1,0,1,0,0,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Intendente,1,1,1,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,40.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,90.0,,1,1,0,2,0,0,0,0.0,0
264,Very nice single bedroom in Intendente,https://cdn-static-new.uniplaces.com/property-photos/8b71a2fddbd4bdaabe253d45553f9f935da40cf678d23921456cd1cd6485f54a/x-large.jpg,19.0,0,Single bedroom,1,0,6,399.0,2022-05-01,https://www.uniplaces.com/accommodation/lisbon/145189,0,0,0,1,0,0,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Intendente,0,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,,0,1,0,1,0,0,0,0.0,0
265,Pleasant double bedroom in classic São Bento,https://cdn-static-new.uniplaces.com/property-photos/3db41df0bbff074f6dabe6d35505028839353167cc374fb278320b251786c7bc/x-large.jpg,8.0,0,Double bedroom,2,7,2,282.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/269106,0,0,0,1,0,0,0,0,0,0,0,0,Monthly,Included,Moderate,90.0,Weekly,180.0,São Bento,1,1,0,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,354.0,0
266,Very cosy twin bedroom in Benfica,https://cdn-static-new.uniplaces.com/property-photos/98684781fe68be322ba354131067e11f721545685bfc3c778f47ca60e56e478b/x-large.jpg,12.0,0,Twin bedroom,2,2,1,450.0,2022-06-01,https://www.uniplaces.com/accommodation/lisbon/434811,0,0,0,1,0,1,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Benfica,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,0.0,0
267,Pleasant single room in Penha de França,https://cdn-static-new.uniplaces.com/property-photos/a007e2b214f354eaa86aaf2f84a67b8fa5862791e6dd6b64ff8dd6c2f95ac97e/x-large.jpg,30.0,3,Single bedroom,1,5,3,350.0,2022-03-31,https://www.uniplaces.com/accommodation/lisbon/132371,0,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Penha de França,1,1,0,0,0,0,1,0,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
268,Welcoming twin bedroom close to Escola Superior de Teatro e Cinema,https://cdn-static-new.uniplaces.com/property-photos/1b6bd9eab0e3cd2bba4df4b50711a97f3e5ba6990f55da7c8c1c6e59013b83aa/x-large.jpg,14.0,0,Twin bedroom,2,3,1,250.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/87849,1,0,0,1,1,1,1,1,2,0,0,0,Fortnightly,Included,Moderate,110.0,Not specified,27.0,Amadora,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0.0,0
269,Neat single bedroom in busy Anjos,https://cdn-static-new.uniplaces.com/property-photos/7d32a8af3880afd399f844bd1b68cfd6b118ddcd5b60543f25f3964006f0e8ad/x-large.jpg,19.0,5,Single bedroom,1,7,1,350.0,2022-02-21,https://www.uniplaces.com/accommodation/lisbon/25909,0,0,0,1,0,1,1,1,1,0,1,1,Fortnightly,Included,Moderate,0.0,Weekly,60.0,Anjos,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,210.0,10.0,0,1,0,1,0,0,1,0.0,0
270,Charismatic single bedroom in Intendente,https://cdn-static-new.uniplaces.com/property-photos/f1745bf71bc54ea475efb8c28ad6275acf1f0e4994bd0c6d8cd00d8198e3f44e/x-large.jpg,21.0,0,Single bedroom,1,5,1,344.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/423547,0,0,0,1,1,1,0,0,0,0,0,0,Monthly,Included,Moderate,0.0,Not specified,120.0,Intendente,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
