,title,photo_url,n_thumbnails,rating,n_reviews,type,n_people,n_bedrooms,n_bathrooms,price,priceCurrency,availabilityStarts,availability,url,Occasional overnight guests,Pets,Smoking,1 Double bed,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Security deposit,Extra per tenant,Cleaning Frequency,Minimum stay,neighboorhood,n_Bathrooms,n_Kitchens,n_Living rooms,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,1 Single bed,Admin fee,Floor plan - 100 m2,"Female, 26-30 years old",Professional,Lives with family,Has pets,Bedroom area 8m 2,Short term penalty,Floor plan - 20 m2,Postgraduates,Floor plan - 110 m2,Bedroom area 10m 2,"Female, 40+ years old",Floor plan - 220 m2,Floor plan - 25 m2,Private bathroom,Bathroom,Bedroom area 1m 2,Floor plan - 105 m2,Floor plan - 5 m2,Floor plan - 4 m2,Floor plan - 13 m2,2 Single beds,Full-time employees,Floor plan - 8 m2,Floor plan - 15 m2,Bedroom area 25m 2,Female only,Bedroom area 9m 2,n_WCs,Floor plan - 10 m2,Undergraduates,Floor plan - 240 m2,Bedroom area 20m 2,Bedroom area 26m 2,Floor plan - 12 m2,Bedroom area 14m 2,n_Dining Rooms,Floor plan - 90 m2,Bedroom area 13m 2,Bedroom area 24m 2,Bedroom area 12m 2,Floor plan - 82 m2,Floor plan - 6 m2,Bedroom area 21m 2,Bedroom area 11m 2,Floor plan - 9 m2,Floor plan - 135 m2,Floor plan - 150 m2,Domestic students,Floor plan - 325 m2,Bedroom area 19m 2,The landlord didn’t provide any amenities for the Bathroom.,Floor plan - 280 m2,Floor plan - 40 m2,Bedroom area 18m 2,Floor plan - 160 m2,Floor plan - 14 m2,Floor plan - 18 m2,Floor plan - 85 m2,Male only,Requirements,n_Bathroom No photoss,Bedroom area 17m 2,Bedroom area 15m 2,Floor plan - 165 m2,Floor plan - 16 m2,International students,Floor plan - 400 m2,"Female, 18-25 years old",Undergraduate student,Floor plan - 126 m2,Floor plan - 30 m2,"Male, 31-40 years old",Floor plan - 75 m2,Floor plan - 120 m2,"Male, 40+ years old",Floor plan - 76 m2,Floor plan - 180 m2,Floor plan - 48 m2,Bedroom area 16m 2,n_Living room No photoss,Floor plan - 50 m2,Floor plan - 70 m2,Bedroom area 3m 2,Floor plan - 104 m2,Floor plan - 210 m2,Enclosed balcony,Floor plan - 98 m2,Female,Floor plan - 170 m2,Bedroom area 7m 2,Floor plan - 7 m2,Bedroom area 22m 2,Floor plan - 96 m2,Floor plan - 140 m2,Floor plan - 55 m2,Floor plan - 95 m2,Bedroom area 6m 2,Floor plan - 200 m2,Floor plan - 60 m2,Floor plan - 11 m2,n_WC No photoss,Floor plan - 130 m2,Bedroom area 32m 2,"Female, 31-40 years old",Male,Floor plan - 350 m2,Floor plan - 35 m2,2 Double beds,Floor plan - 190 m2,Postgraduate student,Floor plan - 21 m2,Bedroom area 30m 2,"Male, 18-25 years old",4 Single beds,Floor plan - 65 m2,Floor plan - 17 m2,Holding deposit,Floor plan - 300 m2,3 Single beds,Floor plan - 250 m2,Floor plan - 106 m2,Floor plan - 2 m2
552,Cool double bedroom close to Universidade Católica de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/2e91fd12961ef91945ca1211e2f1deedbf8a11c13c8eb35e9712a9ad3e4409e5/x-large.jpg,9,0,0,Double bedroom,1 person,3-bedroom apartment,1 Bathroom,397,EUR,Tue Mar 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/83003,False,False,False,True,True,True,True,,,2,,,False,Monthly,Included,Moderate,€597,,Weekly,27 nights,Benfica,1.0,1.0,,,,,,,,,,1,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,90 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Single bedroom in a 7-bedroom flat in Saldanha,https://cdn-static-new.uniplaces.com/property-photos/7559c017c790a91f79f9b8780bf8b8e488483016cd316378c26f4c6ce672dd38/x-large.jpg,15,0,0,Single bedroom,1 person,7-bedroom apartment,2 bathrooms,482,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/42382,True,False,False,,True,True,1,,,1,1,0,0,Monthly,Included,Moderate,€682,,Weekly,145 nights,Saldanha,2.0,1.0,1.0,1.0,,,,0.0,,,,2,2,0,2,1.0,1.0,1.0,1.0,,1.0,,,0.0,1.0,,,,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Cool double bedroom near Arroios metro station,https://cdn-static-new.uniplaces.com/property-photos/8848b81708454afe916185abb44e574e2c5242dcbd21fac20ec04d5774419153/x-large.jpg,14,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""887aef94-f821-4733-88b1-f40030371f06"")>",Double bedroom,Up to 2 people,4-bedroom apartment,1 Bathroom,414,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/28298,True,False,False,True,True,True,1,False,False,2,False,False,0,Monthly,Included,Moderate,€614,€90/month,Weekly,145 nights,Arroios,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,0.0,1,1,0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
555,Double bedroom close to Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/6a6ca53870d92c7eb1bbd4f4f0ae303b0f03d150613429bb4f0ce55237454868/x-large.jpg,17,0,0,Double bedroom,1 person,5-bedroom apartment,2 bathrooms,380,EUR,Wed Jun 29 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/163787,False,False,False,True,True,True,0,True,True,2,False,False,0,Fortnightly,Some included,Moderate,Equal to first rent,,Weekly,90 nights,Roma-Areeiro,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,False,False,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Single bedroom in a 7-bedroom flat in Nossa Senhora de Fátima,https://cdn-static-new.uniplaces.com/property-photos/570e8503119f29f05920a6608b197704c1f213153f2f7cb51abb1c1925a08b5e/x-large.jpg,22,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""3f0e6fc4-6859-47b1-84f0-3d6f42314167"")>",Single bedroom,1 person,7-bedroom apartment,2 bathrooms,330,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/8107,True,False,False,,True,True,1,False,False,2,False,False,1,Fortnightly,Some included,Moderate,Equal to first rent,,Weekly,27 nights,São Sebastião,2.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,True,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
557,Comfortable double bedroom in Sete Rios,https://cdn-static-new.uniplaces.com/property-photos/d67d75b42e75a0f4ecf0493cdfb40a71a22f7e63a3b0927566d53b8859ca685e/x-large.jpg,12,0,0,Double bedroom,1 person,4-bedroom apartment,2 bathrooms,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/159068,False,False,False,True,True,False,1,True,True,1,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,None,27 nights,Sete Rios,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,False,True,0.0,1.0,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Peaceful single bedroom in Parede,https://cdn-static-new.uniplaces.com/property-photos/19ffa0975c9448ce450f412f7f234f90c80319f8018b6517e7eb2e8b586e8ed6/x-large.jpg,13,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""219ce94c-ec2b-46c4-92dc-80e113bc1044"")>",Single bedroom,1 person,2-bedroom apartment,1 Bathroom,350,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/11704,False,True,False,,True,0,2,True,True,3,1,0,1,Monthly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Unknown,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,False,False,0.0,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
559,Alluring single bedroom near Jardim da Estrada dos Arneiros,https://cdn-static-new.uniplaces.com/property-photos/dc0d62c450f791a91d171e452c5addf919ea79d8f924876f5f54b5cc7530d0c9/x-large.jpg,31,0,0,Single bedroom,1 person,7-bedroom apartment,1 Bathroom,275,EUR,Tue Feb 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/407920,False,False,False,,True,True,1,,,1,,,,Monthly,Included,Moderate,Equal to first rent,,Not specified,28 nights,Benfica,1.0,1.0,,1.0,,,,,,,,1,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,True,€45/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Delightful single bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/65f2ee1978a3ba18fc35e305e0a70a4af96fdd884a33ae74f2e9b8e1f8e92fb2/x-large.jpg,36,0,0,Single bedroom,1 person,Apartment in residence,2 bathrooms,595,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227569,False,False,False,,True,1,2,False,False,2,1,0,1,Fortnightly,Included,Moderate,€845,,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Splendid double bedroom with private bathroom next to Saldanha metro station,https://cdn-static-new.uniplaces.com/property-photos/566b4af9711f0cb7df6c73c9c3ae1b1f4f0d329c6437ccc43d75010670f05ece/x-large.jpg,16,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""556125a4-ab6c-4fc1-9f4c-986e2f767475"")>",Double bedroom,Private bathroom,1 person,5-bedroom apartment,498,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/89666,False,False,True,True,True,0,1,True,True,1,1,0,0,Fortnightly,Included,Strict,Equal to first rent,,None,27 nights,Saldanha,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,True,True,0.0,1.0,,,,,,,,,,,,,,,,,True,True,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
562,Wonderful single bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/efd9ce28401d3bd5892846b73241477b618813aeb299d74b46f41f4d11c8f52f/x-large.jpg,36,0,0,Single bedroom,1 person,Apartment in residence,2 bathrooms,615,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227602,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€865,,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Neat twin bedroom in Sete Rios,https://cdn-static-new.uniplaces.com/property-photos/59284cc5a1ff8ac8d36d0d74d5489fa6b5f1498aa4e2e1c2b5757aafdc589e6f/x-large.jpg,14,0,0,Twin bedroom,Up to 2 people,4-bedroom apartment,2 bathrooms,600,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/243383,False,False,False,,True,False,1,True,True,1,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,€100/month,Weekly,27 nights,Sete Rios,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,True,True,0.0,1.0,,,,,True,True,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Relaxing bedroom in Alcântara,https://cdn-static-new.uniplaces.com/property-photos/2a82f34cd33fcb4d988bfa2ca223edd314e813c062fd10a27afda81dffbe9a5c/x-large.jpg,48,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""cab3cbff-eb55-49ce-9506-6de061cf8c4b"")>",Double bedroom,1 person,9-bedroom apartment,3 bathrooms,430,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/495,False,False,False,True,False,0,2,True,True,5,1,0,2,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Alcântara,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Appealing single bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/81013e748a3dc474d427183c409e6499a358de91047fc58ab49e576393c1899a/x-large.jpg,39,0,0,Single bedroom,1 person,Apartment in residence,2 bathrooms,625,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227607,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€875,,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Neat double bedroom close to LX Factory,https://cdn-static-new.uniplaces.com/property-photos/35cc92ae9efeb5d68b1174220ab36be7ecb47a6bab95f1990a250bfa703f2562/x-large.jpg,45,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""bccfb5ac-03a9-4cc0-9b20-c1dc3d5bc19f"")>",Double bedroom,1 person,9-bedroom apartment,3 bathrooms,430,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/496,False,False,False,True,False,0,2,True,True,5,1,0,2,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Alcântara,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,"Light single bedroom with a balcony, in Entrecampos",https://cdn-static-new.uniplaces.com/property-photos/57905774daa149d5acbdfcfad3582b0ef36a6a319a996581b8325b728baa740f/x-large.jpg,36,0,0,Single bedroom,1 person,Apartment in residence,2 bathrooms,625,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227586,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€875,,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Single rom with balcony in a student residence,https://cdn-static-new.uniplaces.com/property-photos/754748a34dec034eae0de935c20de446c484f74e732e75dacb14cae1367c8185/x-large.jpg,33,0,0,Single bedroom,1 person,Apartment in residence,1 Bathroom,625,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227547,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€875,,Not specified,27 nights,Entrecampos,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Great twin bedroom near the Campo Pequeno metro station,https://cdn-static-new.uniplaces.com/property-photos/5cba19bd0960f414ef33dd1c3481c64f28e33f2361e8e9a4372b915bfed07f37/x-large.jpg,33,0,0,Twin bedroom,Up to 2 people,Apartment in residence,1 Bathroom,630,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227838,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€880,€100/month,Not specified,27 nights,Entrecampos,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Graceful twin bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/70d4651e20b547f2721676afab94ca2796f571b1ca95eb030f974eb9409380b5/x-large.jpg,32,0,0,Twin bedroom,Up to 2 people,Apartment in residence,2 bathrooms,630,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227582,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€880,€100/month,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,"Cosy single bedroom with a balcony, in Cais do Sodré",https://cdn-static-new.uniplaces.com/property-photos/854750837d2bb24115e90e5b9a7ca80be56d7eac44315a9c3725a0f562286b47/x-large.jpg,19,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""f4e78551-f04d-4242-955a-06a6f7501493"")>",Single bedroom,1 person,10-bedroom apartment,2 bathrooms,476,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/34047,False,False,False,,True,0,1,,,2,1,0,0,Monthly,Included,Moderate,€676,,Weekly,118 nights,Bica,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1,False,,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,"Bright Double Bedroom, With Balcony, Close to Alameda",https://cdn-static-new.uniplaces.com/property-photos/fb3233dfaf1423303f24e16a17dcc2d37e52bbf9f727e7de358fb0d93fe0cd8a/x-large.jpg,18,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""b0ab041c-b78f-4fa2-953e-4eabb2c156cb"")>",Double bedroom,1 person,7-bedroom apartment,2 bathrooms,400,EUR,Tue Mar 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/79610,True,False,False,True,True,True,1,True,True,0,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Penha de França,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,"Charismatic single ensuite bedroom, not far from ISCTE",https://cdn-static-new.uniplaces.com/property-photos/4aff2e187529a424ad8a8afeb2c5fe5a98e63bf0d043a348b291ee2ce2098dba/x-large.jpg,37,0,0,Single bedroom,Private bathroom,1 person,Apartment in residence,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227814,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€900,,None,27 nights,Entrecampos,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,"Twin bedroom in a student flat, in Entrecampos",https://cdn-static-new.uniplaces.com/property-photos/cb6fc102510e7b76ec5a5a188671faecfe1a2713db4cbf9a9ac2f5357f8e0fef/x-large.jpg,35,0,0,Twin bedroom,Up to 2 people,Apartment in residence,2 bathrooms,655,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227585,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€905,€100/month,None,88 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
