,title,photo_url,n_thumbnails,rating,n_reviews,type,n_people,n_bedrooms,n_bathrooms,price,priceCurrency,availabilityStarts,availability,url,Occasional overnight guests,Pets,Smoking,1 Double bed,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Security deposit,Extra per tenant,Cleaning Frequency,Minimum stay,neighboorhood,n_Bathrooms,n_Kitchens,n_Living rooms,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,1 Single bed,Admin fee,Floor plan - 100 m2,"Female, 26-30 years old",Professional,Lives with family,Has pets,Bedroom area 8m 2,Short term penalty,Floor plan - 20 m2,Postgraduates,Floor plan - 110 m2,Bedroom area 10m 2,"Female, 40+ years old",Floor plan - 220 m2,Floor plan - 25 m2,Private bathroom,Bathroom,Bedroom area 1m 2,Floor plan - 105 m2,Floor plan - 5 m2,Floor plan - 4 m2,Floor plan - 13 m2,2 Single beds,Full-time employees,Floor plan - 8 m2,Floor plan - 15 m2,Bedroom area 25m 2,Female only,Bedroom area 9m 2,n_WCs,Floor plan - 10 m2,Undergraduates,Floor plan - 240 m2,Bedroom area 20m 2,Bedroom area 26m 2,Floor plan - 12 m2,Bedroom area 14m 2,n_Dining Rooms,Floor plan - 90 m2,Bedroom area 13m 2,Bedroom area 24m 2,Bedroom area 12m 2,Floor plan - 82 m2,Floor plan - 6 m2,Bedroom area 21m 2,Bedroom area 11m 2,Floor plan - 9 m2,Floor plan - 135 m2,Floor plan - 150 m2,Domestic students,Floor plan - 325 m2,Bedroom area 19m 2,The landlord didn’t provide any amenities for the Bathroom.,Floor plan - 280 m2,Floor plan - 40 m2,Bedroom area 18m 2,Floor plan - 160 m2,Floor plan - 14 m2,Floor plan - 18 m2,Floor plan - 85 m2,Male only,Requirements,n_Bathroom No photoss,Bedroom area 17m 2,Bedroom area 15m 2,Floor plan - 165 m2,Floor plan - 16 m2,International students,Floor plan - 400 m2,"Female, 18-25 years old",Undergraduate student,Floor plan - 126 m2,Floor plan - 30 m2,"Male, 31-40 years old",Floor plan - 75 m2,Floor plan - 120 m2,"Male, 40+ years old",Floor plan - 76 m2,Floor plan - 180 m2,Floor plan - 48 m2,Bedroom area 16m 2,n_Living room No photoss,Floor plan - 50 m2,Floor plan - 70 m2,Bedroom area 3m 2,Floor plan - 104 m2,Floor plan - 210 m2,Enclosed balcony,Floor plan - 98 m2,Female,Floor plan - 170 m2,Bedroom area 7m 2,Floor plan - 7 m2,Bedroom area 22m 2,Floor plan - 96 m2,Floor plan - 140 m2,Floor plan - 55 m2,Floor plan - 95 m2,Bedroom area 6m 2,Floor plan - 200 m2,Floor plan - 60 m2,Floor plan - 11 m2,n_WC No photoss,Floor plan - 130 m2,Bedroom area 32m 2,"Female, 31-40 years old",Male,Floor plan - 350 m2,Floor plan - 35 m2,2 Double beds,Floor plan - 190 m2,Postgraduate student,Floor plan - 21 m2,Bedroom area 30m 2,"Male, 18-25 years old",4 Single beds,Floor plan - 65 m2,Floor plan - 17 m2,Holding deposit,Floor plan - 300 m2,3 Single beds,Floor plan - 250 m2,Floor plan - 106 m2,Floor plan - 2 m2
304,Wonderful single bedroom close to Escola Superior de Dança de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/f93b701a0f5b3a04b65a8210130c12b6768afc9f474c36de42037412c8d5b16c/x-large.jpg,25,0,0,Single bedroom,1 person,9-bedroom apartment,3 bathrooms,330,EUR,Fri Apr 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/145394,False,False,True,,True,1,3,True,True,5,2,0,2,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,60 nights,São Bento,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,True,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Cozy single bedroom close to Faculdade de Medicina da Universidade de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/fbe0930f67f1839db3b4461908dea25754c39102f856342784c36af767c28a8e/x-large.jpg,5,0,0,Single bedroom,1 person,4-bedroom apartment,2 bathrooms,300,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/435326,False,False,False,,True,True,1,,,4,1,False,1,Monthly,Some included,Moderate,Equal to first rent,,Not specified,180 nights,Entrecampos,2.0,1.0,1.0,1.0,1.0,,,,,,,2,2,0,1,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"Neat and cosy single bedroom in a 6-bedroom flat, in Alcântara",https://cdn-static-new.uniplaces.com/property-photos/45d2e833274ecdfd52f4872c1d1b92925ebbc5919fd90819e6e7b5819c237e25/x-large.jpg,13,2,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""3fe5a2d7-1989-4109-bfdc-9bf9a8cac04f"")>",Single bedroom,Up to 2 people,6-bedroom apartment,2 bathrooms,358,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/52699,False,False,False,,True,True,1,,,2,False,False,0,Monthly,Included,Moderate,€558,€90/month,Weekly,118 nights,Estrela,2.0,1.0,,1.0,,,,0.0,,,,3,3,0,2,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,,False,,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Single bedroom in 3-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/62fc74f0e98c97697ac099fb6aff7997a89eb04c28aa5a60ba969b7be7dc3929/x-large.jpg,14,0,0,Single bedroom,1 person,5-bedroom apartment,2 bathrooms,250,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/210690,False,False,False,,True,True,1,False,False,1,1,False,1,Fortnightly,Some included,Moderate,Equal to first rent,,None,90 nights,Unknown,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,1.0,1,False,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Charming and cosy single bedroom in Paço de Arcos,https://cdn-static-new.uniplaces.com/property-photos/88ae7f64f029c9f12bd1243963b91a1c1321a97f05a118cfe6e8b0882456274c/x-large.jpg,26,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""19e3b1eb-3dd9-4cbe-b616-4297f41a2878"")>",Single bedroom,1 person,4-bedroom apartment,2 bathrooms,400,EUR,Fri Apr 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/176946,True,False,False,,True,True,1,True,True,1,True,False,0,Fortnightly,Included,Moderate,Equal to first rent,,None,27 nights,Unknown,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,0.0,0.0,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Brigh room next to Metro blue line and University,https://cdn-static-new.uniplaces.com/property-photos/ed98135d00a3b4dfc84f6ca4a53ff3a369b6ab99db81209ed74466fedd75d1ed/x-large.jpg,26,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""36217a4a-ce50-4884-94af-bf92c52fff51"")>",Double bedroom,Up to 2 people,5-bedroom apartment,2 bathrooms,370,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/57742,True,False,False,True,True,0,2,True,True,1,0,1,0,Fortnightly,Included,Moderate,Equal to first rent,€120/month,Not specified,27 nights,Carnide,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1,True,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"Homely single bedroom in a student flat, in Saldanha",https://cdn-static-new.uniplaces.com/property-photos/3eff087592b5fdd0b79b064e65ccf4886b01cc1b00f9d835f15b1d3767a0138e/x-large.jpg,18,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""6f44897b-e2eb-4abe-a01b-5f5eb89f4b33"")>",Single bedroom,1 person,7-bedroom apartment,2 bathrooms,391,EUR,Sun May 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/248826,True,False,False,,True,True,2,,,2,1,0,0,Monthly,Included,Moderate,€591,,Weekly,28 nights,Saldanha,2.0,1.0,1.0,1.0,,,,0.0,,,,2,2,1,0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1,,,,,True,,,,,,,,90 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Luminous double bedroom in Saldanha,https://cdn-static-new.uniplaces.com/property-photos/e4ff2bd7bc61e8122c23de0a4879b2ebfb455abf23c26beb0f173122a1a92525/x-large.jpg,19,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""6b981690-24b4-4390-8a1d-f48c0c98ecba"")>",Double bedroom,Up to 2 people,7-bedroom apartment,2 bathrooms,391,EUR,Sun May 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/248805,False,False,False,True,True,True,1,,,1,1,0,0,Monthly,Included,Moderate,€591,€90/month,None,28 nights,Saldanha,2.0,1.0,1.0,1.0,,,,0.0,,,,1,1,1,0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Simple double bedroom in the centre of Lisbon,https://cdn-static-new.uniplaces.com/property-photos/57dabddbd43758d8042366fa9fbcc65358bd09ab790efc1c7d818f4af4a911ac/x-large.jpg,16,0,0,Single bedroom,Up to 2 people,Apartment in residence,2 bathrooms,358,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/69615,False,False,False,,,,,,,2,,,,Monthly,Included,Moderate,€558,€100/month,Weekly,118 nights,Rato,2.0,1.0,1.0,1.0,,,,0.0,,,,2,2,2,2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Spacious double ensuite bedroom near Alameda metro station,https://cdn-static-new.uniplaces.com/property-photos/99094d59fb8d2cba6624dcae28c9ba548ea98687686b19cb3e1a15c00462a023/x-large.jpg,22,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""91e33704-6525-429a-8b38-8b564b89343f"")>",Double bedroom,Private bathroom,Up to 2 people,9-bedroom apartment,500,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/24116,True,False,False,True,True,True,True,True,True,True,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,€50/month,Weekly,90 nights,Alameda,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,True,True,True,True,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Double ensuite bedroom in Lisbon,https://cdn-static-new.uniplaces.com/property-photos/09cafb9c82fea489b7ffc821775c28322bf9125fa0f8217299706dfdfbefb7f8/x-large.jpg,12,0,0,Double bedroom,Private bathroom,Up to 2 people,6-bedroom apartment,500,EUR,Sun Jun 12 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/394340,True,False,False,True,True,True,True,True,True,True,False,False,True,Fortnightly,Included,Moderate,Equal to first rent,€50/month,Weekly,90 nights,Alameda,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,True,True,True,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Double ensuite bedroom in Praça de Londres,https://cdn-static-new.uniplaces.com/property-photos/b41b2214a5197951c22207c48a90b6ae7a81e2d0387a7c2917f459598d5bd341/x-large.jpg,14,0,0,Double bedroom,Private bathroom,Up to 2 people,6-bedroom apartment,500,EUR,Wed Jun 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/394336,True,False,False,True,True,True,True,True,True,True,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,€50/month,Weekly,90 nights,Alameda,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,True,True,True,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Bright twin bedroom in 5 bedroom flat in Campolide,https://cdn-static-new.uniplaces.com/property-photos/4f7cabe06e7fba03db503d397d6343da52bd9b243f97ee0594b6706e83479088/x-large.jpg,29,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""86d2e283-fd54-4edf-b8b9-3b9f1bed9cbf"")>",Twin bedroom,Up to 2 people,5-bedroom apartment,2 bathrooms,470,EUR,Tue Mar 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/160,False,False,False,,True,True,2,True,True,4,True,False,0,Monthly,Included,Moderate,Equal to first rent,€100/month,Weekly,27 nights,Campolide,2.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,0,True,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Great single bedroom close to Roma metro station,https://cdn-static-new.uniplaces.com/property-photos/3165dfd1d5eb9f732641ff314203f15bf4f2d1fc7cec47a0c5136d324d5a2a93/x-large.jpg,11,0,0,Single bedroom,1 person,5-bedroom apartment,2 bathrooms,350,EUR,Tue Mar 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/349182,True,False,True,,True,True,1,,True,2,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,None,90 nights,Alvalade,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Inviting Double bedroom next to blue Metro line easy access to University,https://cdn-static-new.uniplaces.com/property-photos/0072460b5946fadd76a35f0bde28380abe043707f7749ca33821dce17e40bf3a/x-large.jpg,15,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""be9b3539-a540-46eb-8ed0-701b34085472"")>",Single bedroom,Up to 2 people,5-bedroom apartment,2 bathrooms,350,EUR,Sat Jun 04 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/130920,True,False,False,,True,0,2,,,1,1,1,1,Fortnightly,Included,Moderate,Equal to first rent,€120/month,None,27 nights,Unknown,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,True,True,0.0,1.0,True,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Cute bedroom next to Blue Metro line easy access to University,https://cdn-static-new.uniplaces.com/property-photos/9c5d1f38c5bb6d32876055dd1a86a95e97f6d3525c74ec9007afe7bac5e3ee40/x-large.jpg,15,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""11e7a4f2-dcdf-4ded-a378-f946ce5ca9de"")>",Single bedroom,Up to 2 people,5-bedroom apartment,2 bathrooms,350,EUR,Sat Jun 04 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/130914,True,False,False,,True,0,2,,,1,1,1,1,Fortnightly,Included,Moderate,Equal to first rent,€120/month,Not specified,27 nights,Unknown,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,False,True,0.0,1.0,True,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,False,1.0,,,,,,,,,,,,,,,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Graceful single bedroom in residential Alameda,https://cdn-static-new.uniplaces.com/property-photos/03d61c25e5c205f05a6612114f273dd62ada849bb65665af292d8f5d7b901758/x-large.jpg,17,0,0,Single bedroom,1 person,6-bedroom apartment,2 bathrooms,368,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/27809,False,False,False,,True,0,1,,,3,1,0,0,Monthly,Included,Moderate,€568,,Weekly,28 nights,Alameda,2.0,1.0,1.0,1.0,,,,1.0,,,,2,2,1,1,1.0,1.0,1.0,0.0,0.0,1.0,,,,1.0,,False,,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Cute single bedroom in accessible Anjos,https://cdn-static-new.uniplaces.com/property-photos/a7144dfee8e0716a2015d5c968d57a20bbd00caec6ceb761c8eb6c03aabda52a/x-large.jpg,20,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""e21d05e3-adbd-4654-a6e8-389ab216bc3b"")>",Single bedroom,1 person,7-bedroom apartment,1 Bathroom,375,EUR,Wed Jun 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/25910,False,False,False,,True,0,1,True,True,1,0,1,1,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,90 nights,Anjos,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,False,True,0.0,0.0,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Really nice single bedroom in Santos,https://cdn-static-new.uniplaces.com/property-photos/e7aa300453f1458910f25d599e88fdf1cae5aeb6d32956ca5f1aa066cb2340fb/x-large.jpg,13,0,0,Single bedroom,1 person,7-bedroom apartment,2 bathrooms,350,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/423439,False,False,False,,True,True,1,True,True,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,None,28 nights,Santos,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,0.0,1.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Modern single bedroom close to Pontinha metro,https://cdn-static-new.uniplaces.com/property-photos/774514e2803da4b85b1630e5296d0631d8793b82c2524283fba3d69ff8528a3b/x-large.jpg,25,0,0,Single bedroom,1 person,3-bedroom apartment,1 Bathroom,365,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/276582,False,False,False,,True,True,1,True,True,2,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Monthly,27 nights,Unknown,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,One of a king single bedroom in Santos,https://cdn-static-new.uniplaces.com/property-photos/0fdb8c3319d841d55d3c490c45e9cee3711af593740ded4f9534bc6761668b35/x-large.jpg,17,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""4cb22a71-a6f6-4798-af78-20c3cfa833c7"")>",Single bedroom,1 person,7-bedroom apartment,2 bathrooms,350,EUR,Wed Jun 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/373366,False,False,False,,True,True,1,True,True,3,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Santos,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,1.0,True,€50/one-time fee,,,,,,,,,,,True,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Nice single bedroom close to Lisbon School of Economics and Management,https://cdn-static-new.uniplaces.com/property-photos/01bb1a7f7d64b6220ec7974a18441ac661b92aac3d7e0c8f19c3f6301b840288/x-large.jpg,19,0,0,Double bedroom,1 person,7-bedroom apartment,2 bathrooms,350,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/353237,True,False,True,True,True,True,1,True,True,2,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Santos,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,1.0,1.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Luminous single bedroom in trendy Santos,https://cdn-static-new.uniplaces.com/property-photos/27746508e7124b3f810f43c9c116fa5a9fe8c418f382fe0eae27b4034c10ff62/x-large.jpg,15,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""eaaf9e91-19a8-4536-8e39-f17fa920adb8"")>",Single bedroom,1 person,7-bedroom apartment,2 bathrooms,350,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/373367,False,False,False,,True,True,1,True,True,3,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Santos,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,1.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
