,title,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,url,allows_Occasional overnight guests,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,Enclosed balcony,Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
152,Cool double bedroom near Cidade Universitária,18.0,0,Double bedroom,1,4,2,600.0,https://www.uniplaces.com/accommodation/lisbon/58528,0,0,1,0,2,0,0,4,1,1,2,Fortnightly,Not included,0.0,Not specified,27.0,Alvalade,1,1,0,0,1,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0.0,0,126.0,,0,1,0,1,1,1,0.0,1
153,Sunny and central single bedroom in student flat,21.0,4,Single bedroom,1,7,2,250.0,https://www.uniplaces.com/accommodation/lisbon/1154,1,1,1,1,1,1,1,1,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Picoas,1,0,0,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
154,"Bright and spacious single bedroom with a balcony, close to Instituto Politécnico de Lisboa",18.0,3,Single bedroom,1,5,2,225.0,https://www.uniplaces.com/accommodation/lisbon/39838,0,0,1,0,1,1,1,1,0,0,1,Fortnightly,Included,0.0,Weekly,27.0,Benfica,1,1,0,0,0,1,1,0,2,2,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0,90.0,12.0,0,0,1,0,0,0,0.0,0
155,"Single bedroom with no window, near the Saldanha metro station",35.0,5,Single bedroom,1,11,2,250.0,https://www.uniplaces.com/accommodation/lisbon/1476,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
156,Single bedroom in 5-bedroom apartment,31.0,0,Single bedroom,1,5,2,360.0,https://www.uniplaces.com/accommodation/lisbon/35567,1,0,1,1,1,0,0,1,0,0,1,Fortnightly,Some included,0.0,Weekly,27.0,Picoas,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
157,Great double bedroom in Saldanha,8.0,0,Double bedroom,2,7,1,440.0,https://www.uniplaces.com/accommodation/lisbon/436710,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,135.0,Saldanha,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
158,Great single bedroom next to Anjos metro station,2.0,0,Single bedroom,1,2,1,350.0,https://www.uniplaces.com/accommodation/lisbon/435422,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,180.0,Anjos,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,1,0,0.0,1
159,Single bedroom in Penha de França,27.0,3,Single bedroom,1,5,3,250.0,https://www.uniplaces.com/accommodation/lisbon/132372,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Penha de França,1,0,0,0,0,1,0,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
160,"Single bedroom, with private bathroom",25.0,0,Single bedroom,1,5,1,280.0,https://www.uniplaces.com/accommodation/lisbon/318753,0,0,0,1,1,1,1,2,0,0,0,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,1,0,1,0,0,0,0.0,0
161,"Single bedroom in an 11-bedroom apartment, in Alameda",31.0,5,Single bedroom,1,11,2,280.0,https://www.uniplaces.com/accommodation/lisbon/30374,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
162,Roomy single bedroom near Arroios metro station,12.0,3,Single bedroom,2,9,2,252.0,https://www.uniplaces.com/accommodation/lisbon/42863,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,351.0,0
163,Inviting single ensuite bedroom near Instituto Superior Técnico,12.0,0,Single bedroom,1,7,1,440.0,https://www.uniplaces.com/accommodation/lisbon/46974,0,0,1,1,2,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,118.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,,,1,1,1,0,0,0,130.0,0
164,Friendly single bedroom in typical Arroios,13.0,4,Single bedroom,1,6,2,325.0,https://www.uniplaces.com/accommodation/lisbon/50329,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,0.0,Weekly,27.0,Arroios,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,75.0,8.0,0,0,1,0,0,0,0.0,0
165,Alluring single bedroom close to Arroios metro station,19.0,3,Single bedroom,1,7,2,325.0,https://www.uniplaces.com/accommodation/lisbon/54383,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,0.0,Weekly,27.0,Arroios,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,120.0,8.0,0,0,1,0,0,0,0.0,0
166,Bright and snug single room in Xabregas,11.0,5,Single bedroom,1,2,1,325.0,https://www.uniplaces.com/accommodation/lisbon/129151,0,1,1,1,2,1,1,3,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Xabregas,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,2,1,0,0,0,0,0.0,0,,,0,1,1,0,1,0,0.0,0
167,Wonderful bedroom close to the University FCT - Universidade Nova and 5 minutes from the Sea!,13.0,0,Double bedroom,1,4,1,300.0,https://www.uniplaces.com/accommodation/lisbon/167651,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Included,0.0,Not specified,27.0,Caparica,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,1
168,"Double bedroom, with private bathroom and balcony, in 5-bedroom apartment",6.0,0,Double bedroom,1,5,1,550.0,https://www.uniplaces.com/accommodation/lisbon/312806,0,0,1,1,1,0,1,1,0,0,0,Fortnightly,Included,0.0,Not specified,27.0,Unknown,1,1,0,0,1,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0,,,1,0,0,1,0,1,0.0,1
169,Cozy single bedroom in Benfica,29.0,0,Single bedroom,1,5,1,290.0,https://www.uniplaces.com/accommodation/lisbon/255340,0,0,1,1,1,0,1,1,0,0,0,Monthly,Included,0.0,Not specified,28.0,Benfica,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,50.0,0,,,0,0,1,0,0,0,0.0,0
170,"Simple single bedroom in an 11-bedroom apartment, in Alameda",33.0,5,Single bedroom,1,11,2,290.0,https://www.uniplaces.com/accommodation/lisbon/29963,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
171,Cozy room in front of University Técnico,20.0,0,Single bedroom,1,6,2,280.0,https://www.uniplaces.com/accommodation/lisbon/337892,0,0,0,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Arroios,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
172,Charming single bedroom near IST - Instituto Superior Técnico de Lisboa,20.0,5,Single bedroom,1,5,1,280.0,https://www.uniplaces.com/accommodation/lisbon/30510,0,0,0,1,1,1,1,2,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Arroios,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,160.0,10.0,0,0,1,0,0,0,0.0,0
173,High-quality twin bedroom close to Ameixoeira metro station,14.0,0,Twin bedroom,2,4,2,300.0,https://www.uniplaces.com/accommodation/lisbon/59478,0,0,1,1,1,1,1,1,0,0,1,Fortnightly,Some included,0.0,Not specified,90.0,Lumiar,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0.0,0,100.0,,0,0,2,0,0,0,0.0,0
174,Appealing single bedroom near IST,34.0,5,Single bedroom,1,11,2,300.0,https://www.uniplaces.com/accommodation/lisbon/1470,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
175,"Inviting single bedroom in sunny Carcavelos, close to Nova SBE",12.0,0,Single bedroom,1,4,2,380.0,https://www.uniplaces.com/accommodation/lisbon/418888,0,0,1,1,1,1,1,2,0,0,0,Fortnightly,Included,0.0,Weekly,120.0,Carcavelos,1,0,0,0,0,1,0,0,2,2,2,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,1
176,Single bedroom in a 4-bedroom apartment close to Nova SBE University,12.0,0,Single bedroom,1,4,2,380.0,https://www.uniplaces.com/accommodation/lisbon/418849,0,0,1,1,1,1,1,2,0,0,0,Fortnightly,Included,0.0,Weekly,120.0,Carcavelos,1,0,0,0,0,1,0,0,2,2,2,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,1,0,0,1,0.0,1
177,"Multiple beds bedroom, with balcony",28.0,0,Twin bedroom,2,5,1,300.0,https://www.uniplaces.com/accommodation/lisbon/318751,0,0,1,1,1,1,1,2,1,0,0,Fortnightly,Included,50.0,Not specified,27.0,Entrecampos,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,2,0,0,0,0.0,0
178,"Double bedroom, with balcony, in 2-bedroom apartment",12.0,0,Double bedroom,1,2,1,320.0,https://www.uniplaces.com/accommodation/lisbon/221836,0,0,1,0,2,0,0,2,1,1,0,Fortnightly,Included,0.0,Not specified,27.0,Amadora,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,76.0,,0,1,0,1,1,0,0.0,1
179,Amazing bedroom in Restelo,6.0,0,Single bedroom,1,3,1,450.0,https://www.uniplaces.com/accommodation/lisbon/428366,0,0,1,1,1,0,0,1,1,0,0,Fortnightly,Included,0.0,Fortnightly,28.0,Restelo,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.0,0,,,0,1,1,0,0,1,0.0,1
180,Nice bedroom in Restelo,6.0,0,Single bedroom,1,3,1,450.0,https://www.uniplaces.com/accommodation/lisbon/428365,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,0.0,Weekly,28.0,Restelo,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.0,0,,,0,1,1,0,0,1,0.0,1
181,Cosy double bedroom in Intendente,23.0,5,Double bedroom,1,3,1,380.0,https://www.uniplaces.com/accommodation/lisbon/65494,1,1,1,0,2,1,1,3,1,0,0,Fortnightly,Some included,0.0,Not specified,27.0,Intendente,1,1,0,0,0,1,0,0,2,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0.0,0,180.0,15.0,0,1,0,1,1,0,0.0,1
182,Cozy single bedroom close to Inst. Superior Agronomia and Universidade da Ajuda,20.0,0,Single bedroom,1,3,2,400.0,https://www.uniplaces.com/accommodation/lisbon/432209,0,0,1,0,1,0,0,2,1,0,0,Monthly,Some included,0.0,Fortnightly,90.0,Ajuda,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0,,,0,1,1,0,0,0,0.0,1
183,"Quarto 304 Santos, Lisboa",5.0,5,Double bedroom,1,8,1,350.0,https://www.uniplaces.com/accommodation/lisbon/206917,0,0,1,0,1,0,0,2,1,0,1,Fortnightly,Some included,0.0,Weekly,27.0,Santos,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0,0,,,0,1,0,1,0,1,0.0,0
184,Charming single bedroom minutes away from Ameixoeira metro station,18.0,0,Single bedroom,1,4,2,250.0,https://www.uniplaces.com/accommodation/lisbon/59480,0,0,1,1,1,1,1,1,0,0,1,Fortnightly,Some included,0.0,Not specified,90.0,Lumiar,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0.0,0,100.0,,0,0,1,0,0,0,0.0,0
185,"Nice double bedroom room with nice view, close to University and 5 minutes from coast!",14.0,0,Double bedroom,2,4,1,320.0,https://www.uniplaces.com/accommodation/lisbon/169731,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Included,60.0,Not specified,27.0,Caparica,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,1
186,Nice double ensuite bedroom near Universidade Autónoma de Lisboa,13.0,0,Double bedroom,1,6,2,700.0,https://www.uniplaces.com/accommodation/lisbon/428051,1,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0.0,0,,12.0,1,0,0,1,0,0,350.0,0
187,"Quarto 307 Santos, Lisboa",5.0,5,Double bedroom,1,8,1,350.0,https://www.uniplaces.com/accommodation/lisbon/194047,0,0,1,0,1,0,0,2,1,0,1,Fortnightly,Some included,0.0,Weekly,27.0,Santos,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0,0,,,0,1,0,1,0,1,0.0,0
188,Snug single bedroom in Saldanha,16.0,5,Single bedroom,1,20,5,340.0,https://www.uniplaces.com/accommodation/lisbon/130094,0,0,1,1,1,1,1,1,0,0,0,Monthly,Included,0.0,Weekly,27.0,Saldanha,1,0,0,0,0,1,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,50.0,0,400.0,,0,0,1,0,0,0,0.0,0
189,Charming Room IV in front of University Técnico,21.0,0,Single bedroom,1,6,2,300.0,https://www.uniplaces.com/accommodation/lisbon/337894,0,0,0,1,0,1,1,2,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Arroios,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
190,Marvellous single bedroom close to IST - Instituto Superior Técnico de Lisboa,20.0,5,Single bedroom,1,5,1,300.0,https://www.uniplaces.com/accommodation/lisbon/30509,0,0,0,1,1,1,1,2,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Arroios,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0.0,0,160.0,16.0,0,0,1,0,0,0,0.0,0
191,Twin bedroom near Instituto Superior Técnico,15.0,0,Twin bedroom,2,6,2,300.0,https://www.uniplaces.com/accommodation/lisbon/337877,0,0,0,1,0,1,1,2,0,0,1,Fortnightly,Included,80.0,Not specified,27.0,Arroios,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0,,,0,0,2,0,0,0,0.0,0
192,Twin bedroom near Instituto Superior Técnico,15.0,0,Twin bedroom,2,6,2,300.0,https://www.uniplaces.com/accommodation/lisbon/337877,0,0,0,1,0,1,1,2,0,0,1,Fortnightly,Included,80.0,Not specified,27.0,Arroios,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0,,,0,0,2,0,0,0,0.0,0
193,Single bedroom near Instituto Superior Técnico de Lisboa,17.0,5,Single bedroom,1,5,1,300.0,https://www.uniplaces.com/accommodation/lisbon/32592,0,0,0,1,1,1,1,2,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Arroios,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,160.0,10.0,0,0,1,0,0,0,0.0,0
194,Cool double bedroom in a 3-bedroom apartment near Cais do Sodré metro station,23.0,0,Double bedroom,1,3,1,237.0,https://www.uniplaces.com/accommodation/lisbon/408054,0,0,0,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,140.0,Bica,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.0,0,,,0,0,0,1,0,0,330.0,0
195,Fresh and welcoming double bedroom in Arroios,21.0,4,Double bedroom,1,5,2,550.0,https://www.uniplaces.com/accommodation/lisbon/2067,0,0,1,1,1,1,1,2,0,0,0,Fortnightly,Included,0.0,Weekly,150.0,Arroios,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,,,0,0,0,1,1,0,0.0,1
196,"Double bedroom, with balcony, in 6-bedroom apartment",42.0,0,Double bedroom,1,6,2,350.0,https://www.uniplaces.com/accommodation/lisbon/56901,0,0,1,1,0,1,1,0,0,0,0,Fortnightly,Included,0.0,Not specified,150.0,Alameda,1,1,0,0,0,1,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,10.0,,0,0,0,1,0,0,0.0,0
197,Nice double bedroom near Instituto Superior Técnico,37.0,0,Double bedroom,2,8,2,375.0,https://www.uniplaces.com/accommodation/lisbon/407934,0,0,0,1,1,0,0,3,0,0,0,Monthly,Included,50.0,Not specified,28.0,Entrecampos,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,45.0,0,,,0,0,0,1,0,0,0.0,1
198,Welcoming single bedroom in a large student flat,35.0,5,Single bedroom,1,11,2,330.0,https://www.uniplaces.com/accommodation/lisbon/1475,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
199,Comfortable Single Bedroom in Santos,23.0,4,Single bedroom,1,8,2,250.0,https://www.uniplaces.com/accommodation/lisbon/129305,1,0,1,0,2,1,1,3,1,0,1,Fortnightly,Included,0.0,Weekly,27.0,Santos,1,0,0,0,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,50.0,0,180.0,,0,1,1,0,0,0,0.0,0
200,Cosy single bedroom in Saldanha,15.0,0,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/264984,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
201,Neat single bedroom in Saldanha,18.0,5,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/248809,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,28.0,Saldanha,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
202,Cute single bedroom in Saldanha,18.0,5,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/248810,0,0,0,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
203,Beautiful Twin.bedroom in Restelo,7.0,0,Twin bedroom,2,3,1,650.0,https://www.uniplaces.com/accommodation/lisbon/428367,0,0,1,1,1,0,0,1,1,0,0,Fortnightly,Included,0.0,Fortnightly,28.0,Restelo,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.0,0,,,0,1,2,0,0,1,0.0,1
204,Cosy single bedroom near the Jardim Arco do Cego,35.0,5,Single bedroom,1,11,2,330.0,https://www.uniplaces.com/accommodation/lisbon/1469,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
205,Delightful single bedroom in the busy Alameda neighbourhood,35.0,5,Single bedroom,1,11,2,330.0,https://www.uniplaces.com/accommodation/lisbon/29961,1,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Alameda,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0,20.0,,0,0,1,0,0,0,0.0,0
206,"Very nice single bedroom in a student flat, in Campolide",19.0,0,Single bedroom,1,4,1,350.0,https://www.uniplaces.com/accommodation/lisbon/421889,0,1,1,1,1,0,0,2,1,0,1,Daily,Included,0.0,Not specified,180.0,Campolide,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0.0,0,100.0,,0,1,1,0,0,0,0.0,0
207,Double bedroom 2 single beds bedroom apartment close to Parque Grão Vasco,9.0,5,Single bedroom,2,7,4,290.0,https://www.uniplaces.com/accommodation/lisbon/47621,1,0,1,1,2,1,1,1,1,0,1,Fortnightly,Included,100.0,Weekly,27.0,Benfica,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,0,0,0,0.0,0,220.0,,0,1,1,0,1,0,0.0,0
208,"Quarto 301 Santos, Lisboa",5.0,5,Double bedroom,1,8,1,390.0,https://www.uniplaces.com/accommodation/lisbon/254368,0,0,1,0,1,0,0,2,1,0,1,Fortnightly,Some included,0.0,Weekly,27.0,Santos,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0,0,,,0,1,0,1,0,1,0.0,0
209,Single bedroom in Benfica,31.0,0,Single bedroom,1,5,1,330.0,https://www.uniplaces.com/accommodation/lisbon/255342,0,0,1,1,1,0,1,1,0,0,0,Monthly,Included,0.0,Not specified,28.0,Benfica,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,50.0,0,,,0,0,1,0,0,0,0.0,0
210,Airy double bedroom in Penha de França,29.0,3,Double bedroom,2,5,3,300.0,https://www.uniplaces.com/accommodation/lisbon/132368,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,50.0,Not specified,27.0,Penha de França,1,0,0,0,0,1,0,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,0
211,"Bright double bedroom with access to a balcony, in Penha de França",29.0,3,Double bedroom,2,5,3,300.0,https://www.uniplaces.com/accommodation/lisbon/132369,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,50.0,Not specified,27.0,Penha de França,1,0,0,0,0,1,0,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,0
212,Single bedroom in 4-bedroom apartment with easy access to the subway,10.0,4,Single bedroom,1,4,2,300.0,https://www.uniplaces.com/accommodation/lisbon/235031,0,0,0,0,1,0,0,2,1,0,1,Fortnightly,Some included,0.0,Weekly,90.0,Lumiar,1,1,0,0,1,1,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0.0,0,,,0,1,1,0,0,0,0.0,0
213,"Single bedroom in a 7-bedroom flat, in Saldanha",15.0,3,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/248831,1,0,1,0,2,0,0,2,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
214,Great single bedroom very close to Roma metro station,12.0,0,Single bedroom,1,3,2,350.0,https://www.uniplaces.com/accommodation/lisbon/436715,1,0,1,1,1,0,0,3,1,0,1,Monthly,Not included,0.0,Weekly,120.0,Entrecampos,1,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.0,0,,,0,1,1,0,0,0,0.0,1
215,Snug single bedroom in Saldanha,17.0,5,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/248808,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,90.0,Saldanha,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
216,Homely single bedroom in Saldanha,16.0,0,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/264982,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
217,Cool single bedroom near Instituto Superior Técnico,11.0,0,Single bedroom,1,7,2,299.0,https://www.uniplaces.com/accommodation/lisbon/69653,1,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,0,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
218,Appealing single bedroom close to the Santa Apolónia train station,14.0,0,Single bedroom,1,5,2,350.0,https://www.uniplaces.com/accommodation/lisbon/424707,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Not specified,60.0,Santa Apolónia,1,0,0,0,1,1,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0.0,0,,,0,0,1,0,0,0,0.0,0
