,title,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,url,allows_Occasional overnight guests,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,Enclosed balcony,Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
219,Charismatic single bedroom in Saldanha,19.0,5,Single bedroom,1,7,2,311.0,https://www.uniplaces.com/accommodation/lisbon/248806,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
220,Very cosy single bedroom in Saldanha,17.0,0,Single bedroom,1,7,2,311.0,https://www.uniplaces.com/accommodation/lisbon/264981,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
221,Very nice single bedroom in Saldanha,18.0,0,Single bedroom,1,8,3,400.0,https://www.uniplaces.com/accommodation/lisbon/334014,0,0,1,0,1,0,0,4,1,0,1,Monthly,Included,0.0,Not specified,27.0,Saldanha,1,1,0,0,1,1,0,0,3,3,2,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0.0,0,110.0,,0,1,1,0,0,0,0.0,0
222,Nice single bedroom,7.0,0,Single bedroom,1,3,1,300.0,https://www.uniplaces.com/accommodation/lisbon/433386,0,0,1,1,0,0,0,0,0,0,0,Fortnightly,Included,0.0,Not specified,180.0,Olivais,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,100.0,1
223,Neat and cosy single bedroom near the Rato metro,9.0,3,Single bedroom,1,7,2,280.0,https://www.uniplaces.com/accommodation/lisbon/37553,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,118.0,Rato,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
224,High-quality double bedroom near Arroios metro station,10.0,5,Double bedroom,2,5,1,350.0,https://www.uniplaces.com/accommodation/lisbon/64228,1,0,1,1,1,0,1,1,0,0,0,Monthly,Included,50.0,Weekly,27.0,Penha de França,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,45.0,0,,,0,0,0,1,0,0,0.0,1
225,Appealing single bedroom in residential Monte-Abraão,20.0,5,Single bedroom,1,4,2,250.0,https://www.uniplaces.com/accommodation/lisbon/408455,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Amadora,1,0,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
226,Enjoyable single bedroom near the Monte-Abraão train station,21.0,5,Single bedroom,1,4,2,250.0,https://www.uniplaces.com/accommodation/lisbon/408419,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Amadora,1,0,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
227,Neat and cosy single bedroom in Saldanha,17.0,0,Single bedroom,1,7,2,311.0,https://www.uniplaces.com/accommodation/lisbon/264980,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
228,Single bedroom in Benfica,31.0,0,Single bedroom,1,5,1,350.0,https://www.uniplaces.com/accommodation/lisbon/255338,0,0,1,1,1,0,1,1,0,0,0,Monthly,Included,0.0,Weekly,28.0,Benfica,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,50.0,0,,,0,0,1,0,0,0,0.0,0
229,Lovely double bedroom near Picoas and Saldanha station,15.0,5,Double bedroom,2,9,3,375.0,https://www.uniplaces.com/accommodation/lisbon/120837,0,0,0,1,1,0,1,2,0,0,0,Monthly,Included,75.0,Weekly,27.0,Arroios,1,1,0,0,1,0,0,0,3,3,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,50.0,0,15.0,,0,0,0,1,0,0,0.0,0
230,Snug single bedroom close to the Intendente metro,21.0,0,Single bedroom,1,5,1,355.0,https://www.uniplaces.com/accommodation/lisbon/423546,0,0,1,1,1,0,0,0,0,0,0,Monthly,Included,0.0,Not specified,120.0,Intendente,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0.0,0,,,0,0,1,0,0,0,200.0,0
231,"Cosy double bedroom, in a 4-bedroom apartment, in Saldanha",17.0,0,Double bedroom,1,4,1,330.0,https://www.uniplaces.com/accommodation/lisbon/1982,0,0,1,0,1,0,0,0,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Saldanha,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0.0,0,,,0,1,0,1,0,1,0.0,0
232,Bright double bedroom close to IST,11.0,0,Double bedroom,1,3,1,350.0,https://www.uniplaces.com/accommodation/lisbon/67362,0,0,0,0,0,0,0,3,1,0,0,Fortnightly,Included,0.0,Not specified,30.0,Alameda,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,1,0,0.0,0
233,Luminous twin bedroom in Saldanha,18.0,0,Twin bedroom,2,8,3,400.0,https://www.uniplaces.com/accommodation/lisbon/334013,0,0,1,0,1,1,1,4,1,0,1,Monthly,Included,100.0,Not specified,27.0,Saldanha,1,1,0,0,1,1,0,0,3,3,2,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0,0,110.0,,0,1,2,0,0,0,0.0,0
234,Single bedroom in 2-bedroom apartment,7.0,0,Single bedroom,1,2,1,420.0,https://www.uniplaces.com/accommodation/lisbon/166304,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Estrela,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,1,0,0.0,1
235,Single bedroom in 5-bedroom apartment,7.0,0,Single bedroom,1,5,2,350.0,https://www.uniplaces.com/accommodation/lisbon/133803,0,0,1,1,1,0,0,4,1,0,2,Fortnightly,Included,0.0,Weekly,90.0,Entrecampos,1,1,0,0,1,1,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0.0,0,100.0,,0,1,1,0,0,0,0.0,0
236,"Large suite with double bed, togehter king size, close to University and sea",14.0,0,Twin bedroom,2,4,1,380.0,https://www.uniplaces.com/accommodation/lisbon/171556,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Included,60.0,Not specified,27.0,Caparica,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,1,0,2,0,0,0,0.0,1
237,Neat single bedroom in apartment with balcony near metro in Benfica,8.0,5,Single bedroom,1,4,2,355.0,https://www.uniplaces.com/accommodation/lisbon/5954,0,0,1,1,1,1,1,0,0,0,1,Fortnightly,Included,0.0,Monthly,27.0,Benfica,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0.0,0,50.0,,0,0,1,0,1,1,0.0,0
238,Admirable double bedroom not far from Jardim Zoológico de Lisboa,10.0,3,Double bedroom,2,6,2,375.0,https://www.uniplaces.com/accommodation/lisbon/119364,1,0,1,1,1,0,0,1,0,0,0,Monthly,Included,50.0,Weekly,27.0,Benfica,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,45.0,0,,,0,0,0,1,0,0,0.0,1
239,Practical double bedroom close to Instituto Superior Técnico,13.0,3,Single bedroom,1,9,2,288.0,https://www.uniplaces.com/accommodation/lisbon/69705,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
240,Really nice single bedroom,6.0,0,Single bedroom,1,5,2,350.0,https://www.uniplaces.com/accommodation/lisbon/424348,1,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,180.0,Lumiar,1,0,0,0,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0.0,0,,,0,0,1,0,0,0,0.0,1
241,Practical double bedroom close to Instituto Superior Técnico,13.0,3,Single bedroom,1,9,2,288.0,https://www.uniplaces.com/accommodation/lisbon/69705,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
242,Single ensuite bedroom not far from Universidade Europeia,33.0,0,Single bedroom,1,5,1,375.0,https://www.uniplaces.com/accommodation/lisbon/255341,0,0,1,1,1,0,1,1,0,0,0,Monthly,Included,0.0,Not specified,28.0,Benfica,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,,,1,0,1,0,0,0,0.0,0
243,Fresh double bedroom in a 3-bedroom flat near Instituto Superior Técnico,22.0,0,Double bedroom,2,4,2,330.0,https://www.uniplaces.com/accommodation/lisbon/12933,0,0,1,0,1,1,1,3,0,1,1,Fortnightly,Included,100.0,Not specified,180.0,Entrecampos,1,1,0,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0.0,0,100.0,10.0,0,1,0,1,0,0,0.0,0
244,Excellent double bedroom close to Entrecampos metro station,11.0,0,Double bedroom,1,3,2,390.0,https://www.uniplaces.com/accommodation/lisbon/436716,1,0,1,1,1,0,0,3,1,0,1,Monthly,Not included,0.0,Weekly,120.0,Entrecampos,1,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.0,0,,,0,1,0,1,0,0,0.0,1
245,Welcoming double bedroom in Saldanha,17.0,3,Double bedroom,2,7,2,334.0,https://www.uniplaces.com/accommodation/lisbon/248827,1,0,1,1,2,0,0,2,1,0,0,Monthly,Included,90.0,Weekly,28.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
246,Great looking single bedroom right next to Jardim Zoológico de Lisboa,9.0,5,Single bedroom,1,5,2,350.0,https://www.uniplaces.com/accommodation/lisbon/27921,1,1,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,90.0,Sete Rios,1,1,0,0,0,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,15.0,12.0,0,0,1,0,0,0,0.0,0
247,Neat single bedroom only minutes away from Universidade de Lisboa (ULISBOA),10.0,5,Single bedroom,1,5,2,350.0,https://www.uniplaces.com/accommodation/lisbon/27920,1,1,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,90.0,Sete Rios,1,1,0,0,0,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,15.0,12.0,0,0,1,0,0,0,0.0,0
248,Single room in 6-bedroom apartment in Campo Pequeno,18.0,0,Single bedroom,1,6,2,305.0,https://www.uniplaces.com/accommodation/lisbon/95385,1,0,0,1,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,145.0,Entrecampos,1,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.0,0,,,0,1,1,0,0,0,200.0,0
249,First-class twin bedroom in Lumiar,16.0,0,Twin bedroom,2,4,2,300.0,https://www.uniplaces.com/accommodation/lisbon/59479,0,0,1,1,1,1,1,1,0,0,1,Fortnightly,Not included,0.0,Not specified,90.0,Lumiar,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0.0,0,100.0,,0,0,2,0,0,0,0.0,0
250,First-class twin bedroom minutes away from ISG - Instituto Superior de Gestão,10.0,0,Twin bedroom,2,3,1,300.0,https://www.uniplaces.com/accommodation/lisbon/29932,0,0,1,1,1,1,1,1,0,0,1,Fortnightly,Not included,0.0,Monthly,90.0,Lumiar,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0.0,0,70.0,15.0,0,0,2,0,0,0,0.0,0
251,Cute single bedroom near Amadora Este metro station,22.0,0,Single bedroom,1,6,1,275.0,https://www.uniplaces.com/accommodation/lisbon/407900,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,28.0,Amadora,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,45.0,0,,,0,0,1,0,0,0,0.0,1
252,Very nice single bedroom near the Intendente metro,28.0,0,Single bedroom,1,4,1,425.0,https://www.uniplaces.com/accommodation/lisbon/249477,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,0.0,Weekly,110.0,Intendente,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
253,Fresh single ensuite bedroom next to Alameda metro station,17.0,5,Single bedroom,1,9,0,450.0,https://www.uniplaces.com/accommodation/lisbon/24112,1,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,90.0,Alameda,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,,12.0,1,0,1,0,0,0,0.0,0
254,"Charming double bedroom, in a 5-bedroom apartment, in Saldanha",18.0,5,Double bedroom,1,5,1,351.0,https://www.uniplaces.com/accommodation/lisbon/25593,0,0,1,0,1,0,1,3,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Saldanha,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,,10.0,0,1,0,1,0,0,0.0,0
255,Spacious twin bedroom next to IST - Instituto Superior Técnico de Lisboa,18.0,5,Twin bedroom,2,5,1,350.0,https://www.uniplaces.com/accommodation/lisbon/30512,0,0,0,1,1,1,1,2,0,0,0,Fortnightly,Included,70.0,Weekly,27.0,Arroios,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,160.0,18.0,0,0,2,0,0,0,0.0,0
256,Cozy room III in front of University Técnico,19.0,0,Single bedroom,1,6,2,350.0,https://www.uniplaces.com/accommodation/lisbon/337893,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Arroios,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
257,Charming room V in front of University Técnico,18.0,0,Single bedroom,1,6,2,350.0,https://www.uniplaces.com/accommodation/lisbon/337895,0,0,0,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Arroios,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
258,Charming double bedroom in a 5-bedroom apartment near Anjos metro station,9.0,0,Double bedroom,2,5,1,359.0,https://www.uniplaces.com/accommodation/lisbon/309836,0,0,0,0,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,27.0,Anjos,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
259,Cosy single bedroom in the typical Santos neighbourhood,16.0,4,Single bedroom,1,7,2,300.0,https://www.uniplaces.com/accommodation/lisbon/373363,0,0,1,0,1,1,1,3,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Santos,1,0,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,50.0,0,104.0,3.0,0,0,1,0,0,0,0.0,0
260,Charismatic twin bedroom in well-connected Saldanha close to main Unis,20.0,0,Twin bedroom,2,7,2,420.0,https://www.uniplaces.com/accommodation/lisbon/58509,1,0,1,1,1,0,1,3,0,0,0,Monthly,Not included,150.0,Weekly,27.0,Arroios,1,0,1,0,1,1,0,0,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,0,160.0,,0,0,1,1,0,0,0.0,1
261,"Modern single bedroom with an ensuite bathroom, in a 5-bedroom flat in Saldanha",19.0,5,Single bedroom,1,5,1,355.0,https://www.uniplaces.com/accommodation/lisbon/25595,0,0,1,0,1,0,1,3,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Saldanha,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,,8.0,1,1,1,0,0,0,0.0,0
262,"Cosy single bedroom in a 4-bedroom flat, in São Bento",18.0,4,Single bedroom,1,4,1,280.0,https://www.uniplaces.com/accommodation/lisbon/58429,1,0,0,0,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,118.0,São Bento,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
263,Fabulous twin bedroom close to Intendente metro station,12.0,0,Twin bedroom,2,2,2,450.0,https://www.uniplaces.com/accommodation/lisbon/338681,0,0,1,0,1,0,0,3,1,0,0,Fortnightly,Included,0.0,Not specified,90.0,Intendente,1,1,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,40.0,0,90.0,,1,1,2,0,0,0,0.0,0
264,Very nice single bedroom in Intendente,19.0,0,Single bedroom,1,0,6,399.0,https://www.uniplaces.com/accommodation/lisbon/145189,0,0,1,0,0,1,1,2,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Intendente,1,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,110.0,,0,1,1,0,0,0,0.0,0
265,Pleasant double bedroom in classic São Bento,8.0,0,Double bedroom,2,7,2,282.0,https://www.uniplaces.com/accommodation/lisbon/269106,0,0,1,0,0,0,0,0,0,0,0,Monthly,Included,90.0,Weekly,180.0,São Bento,1,0,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,354.0,0
266,Very cosy twin bedroom in Benfica,12.0,0,Twin bedroom,2,2,1,450.0,https://www.uniplaces.com/accommodation/lisbon/434811,0,0,1,0,1,1,1,2,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Benfica,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.0,0,,,0,1,2,0,0,0,0.0,0
267,Pleasant single room in Penha de França,30.0,3,Single bedroom,1,5,3,350.0,https://www.uniplaces.com/accommodation/lisbon/132371,0,0,0,1,1,1,1,1,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Penha de França,1,0,0,0,0,1,0,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
268,Welcoming twin bedroom close to Escola Superior de Teatro e Cinema,14.0,0,Twin bedroom,2,3,1,250.0,https://www.uniplaces.com/accommodation/lisbon/87849,1,0,1,1,1,1,1,2,0,0,0,Fortnightly,Included,110.0,Not specified,27.0,Amadora,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,,,0,0,2,0,0,0,0.0,0
269,Neat single bedroom in busy Anjos,19.0,5,Single bedroom,1,7,1,350.0,https://www.uniplaces.com/accommodation/lisbon/25909,0,0,1,0,1,1,1,1,0,1,1,Fortnightly,Included,0.0,Weekly,60.0,Anjos,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,210.0,10.0,0,1,1,0,0,1,0.0,0
270,Charismatic single bedroom in Intendente,21.0,0,Single bedroom,1,5,1,344.0,https://www.uniplaces.com/accommodation/lisbon/423547,0,0,1,1,1,0,0,0,0,0,0,Monthly,Included,0.0,Not specified,120.0,Intendente,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0.0,0,,,0,0,1,0,0,0,200.0,0
271,"Nice single bedroom in a 10-bedroom flat, near the river",17.0,5,Single bedroom,1,10,2,347.0,https://www.uniplaces.com/accommodation/lisbon/34049,0,0,1,0,1,0,0,2,1,0,0,Monthly,Included,0.0,Weekly,118.0,Bica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0.0,0,,,0,1,1,0,0,0,200.0,0
272,Double bedroom in 7-bedroom apartment,7.0,0,Double bedroom,1,7,1,320.0,https://www.uniplaces.com/accommodation/lisbon/436535,0,0,1,0,0,0,0,1,0,0,1,Fortnightly,Included,0.0,Not specified,150.0,Penha de França,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,1
273,Twin bedroom near the São João Baptista metro,6.0,0,Twin bedroom,2,3,1,250.0,https://www.uniplaces.com/accommodation/lisbon/87850,1,0,1,1,1,1,1,2,1,0,0,Fortnightly,Included,100.0,Not specified,27.0,Almada,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0,1,,,0,0,2,0,0,0,0.0,0
274,"Comfortable,Cozy Double bedroom, with balcony, in 3-bedroom apartment",14.0,0,Double bedroom,1,3,2,400.0,https://www.uniplaces.com/accommodation/lisbon/408211,0,1,1,1,1,1,1,1,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Olaias,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0.0,0,,,0,0,0,1,1,1,0.0,0
275,Nice single bedroom in a 5-bedroom apartment near Anjos metro station,9.0,0,Single bedroom,1,5,1,369.0,https://www.uniplaces.com/accommodation/lisbon/309833,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Weekly,27.0,Anjos,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
276,"Pleasant single bedroom with a balcony, in Saldanha",19.0,5,Single bedroom,1,7,2,368.0,https://www.uniplaces.com/accommodation/lisbon/248804,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
277,"Enjoyable single bedroom in a student flat, in Saldanha",16.0,0,Single bedroom,1,7,2,368.0,https://www.uniplaces.com/accommodation/lisbon/264978,0,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
278,Friendly double room in Estrela neighbourhood,10.0,2,Double bedroom,2,6,2,335.0,https://www.uniplaces.com/accommodation/lisbon/52712,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,229.0,0
279,Double bedroom in 5-bedroom apartment,26.0,0,Double bedroom,1,5,2,390.0,https://www.uniplaces.com/accommodation/lisbon/422687,1,0,1,1,1,0,1,1,0,0,0,Fortnightly,Included,0.0,Not specified,60.0,Santa Apolónia,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,0
280,"Pleasant single bedroom in a 10-bedroom flat, near Instituto Superior Técnico",13.0,0,Single bedroom,1,10,3,420.0,https://www.uniplaces.com/accommodation/lisbon/435282,0,0,1,1,1,0,0,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,São Sebastião,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,,,0,0,1,0,0,0,0.0,0
281,Pretty nice single bedroom near Faculdade de Ciências Sociais e Humanas,13.0,0,Single bedroom,1,10,3,420.0,https://www.uniplaces.com/accommodation/lisbon/435279,0,0,1,1,1,0,0,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,São Sebastião,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,,,0,0,1,0,0,0,0.0,0
282,"Double bedroom in a 9-bedroom flat in Arroios, near Arroios metro station",13.0,3,Double bedroom,2,9,2,380.0,https://www.uniplaces.com/accommodation/lisbon/42866,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,0,1,0,0,200.0,0
283,Pleasant single ensuite room in Chelas,11.0,5,Single bedroom,1,5,0,450.0,https://www.uniplaces.com/accommodation/lisbon/138572,1,0,1,0,1,1,1,2,1,0,0,Fortnightly,Included,0.0,Weekly,90.0,Unknown,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0.0,0,,,1,1,1,0,0,0,0.0,0
284,Really cool single bedroom in Intendente,21.0,0,Single bedroom,1,5,1,357.0,https://www.uniplaces.com/accommodation/lisbon/423545,0,0,1,1,1,0,0,0,0,0,0,Monthly,Included,0.0,Weekly,120.0,Intendente,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.0,0,,,0,0,1,0,0,0,200.0,0
